"","COUNTY","DATE","Population","cdc_multiplier","cdc_case_vacc_obs_imm_up","N","I","R","S"
"8805","Columbus",2021-06-10,56068,0,76.0529070391316,56068,0,42641.3439187003,13426.6560812997
"8806","Columbus",2021-06-11,56068,0,76.1200764433124,56068,0,42679.0044602364,13388.9955397636
"8807","Columbus",2021-06-12,56068,0,76.1814851358735,56068,0,42713.4350859816,13354.5649140184
"8808","Columbus",2021-06-13,56068,68,76.3584144180942,56068,68,42744.6357959371,13255.3642040629
"8809","Columbus",2021-06-14,56068,0,76.4083016874217,56068,0,42840.6065901036,13227.3934098964
"8810","Columbus",2021-06-15,56068,0,76.4524282451316,56068,0,42865.3474684804,13202.6525315196
"8811","Columbus",2021-06-16,56068,0,76.490794091224,56068,0,42886.8584310675,13181.1415689325
"8812","Columbus",2021-06-17,56068,0,76.523399225699,56068,0,42905.1394778649,13162.8605221351
"8813","Columbus",2021-06-18,56068,0,76.5572063994735,56068,0,42924.0944840568,13143.9055159432
"8814","Columbus",2021-06-19,56068,0,76.5922156125463,56068,0,42943.7234496425,13124.2765503575
"8815","Columbus",2021-06-20,56068,100,76.8067817197535,56068,100,42964.0263746314,13003.9736253686
"8816","Columbus",2021-06-21,56068,0,76.8441950114398,56068,0,43085.0032590141,12982.9967409859
"8817","Columbus",2021-06-22,56068,0,76.8828103424404,56068,0,43106.6541027995,12961.3458972005
"8818","Columbus",2021-06-23,56068,0,76.9226277127415,56068,0,43128.9789059799,12939.0210940201
"8819","Columbus",2021-06-24,56068,0,76.9636471223409,56068,0,43151.9776685541,12916.0223314459
"8820","Columbus",2021-06-25,56068,0,77.0055399156372,56068,0,43175.4661198995,12892.5338801005
"8821","Columbus",2021-06-26,56068,0,77.0483060926305,56068,0,43199.4442600161,12868.5557399839
"8822","Columbus",2021-06-27,56068,80,77.2346295371761,56068,80,43223.9120889039,12764.0879110961
"8823","Columbus",2021-06-28,56068,0,77.2791424815632,56068,0,43328.8696065629,12739.1303934371
"8824","Columbus",2021-06-29,56068,0,77.3245288096507,56068,0,43354.316812995,12713.683187005
"8825","Columbus",2021-06-30,56068,0,77.3707885214352,56068,0,43380.2537081983,12687.7462918017
"8826","Columbus",2021-07-01,56068,0,77.4179216169166,56068,0,43406.6802921728,12661.3197078272
"8827","Columbus",2021-07-02,56068,0,77.4637811644513,56068,0,43432.3928232846,12635.6071767154
"8828","Columbus",2021-07-03,56068,0,77.5083671640261,56068,0,43457.3913015262,12610.6086984738
"8829","Columbus",2021-07-04,56068,60,77.6586925285325,56068,60,43481.6757268976,12526.3242731024
"8830","Columbus",2021-07-05,56068,0,77.7007314321861,56068,0,43565.2460993981,12502.7539006019
"8831","Columbus",2021-07-06,56068,0,77.7414967878797,56068,0,43588.1024190284,12479.8975809716
"8832","Columbus",2021-07-07,56068,0,77.7809885956279,56068,0,43610.2446857967,12457.7553142033
"8833","Columbus",2021-07-08,56068,0,77.819206855415,56068,0,43631.6728996941,12436.3271003059
"8834","Columbus",2021-07-09,56068,0,77.8583279026879,56068,0,43653.6072884791,12414.3927115209
"8835","Columbus",2021-07-10,56068,0,77.898351737458,56068,0,43676.047852158,12391.952147842
"8836","Columbus",2021-07-11,56068,124,78.1604383797023,56068,124,43698.9945907315,12245.0054092685
"8837","Columbus",2021-07-12,56068,0,78.2022677894701,56068,0,43846.4475042001,12221.5524957999
"8838","Columbus",2021-07-13,56068,0,78.2449999867216,56068,0,43870.4065925551,12197.5934074449
"8839","Columbus",2021-07-14,56068,0,78.2886349714725,56068,0,43894.8718558052,12173.1281441948
"8840","Columbus",2021-07-15,56068,0,78.3331727437217,56068,0,43919.8432939499,12148.1567060501
"8841","Columbus",2021-07-16,56068,0,78.3774253359625,56068,0,43944.6548373675,12123.3451626325
"8842","Columbus",2021-07-17,56068,0,78.4213927481941,56068,0,43969.3064860575,12098.6935139425
"8843","Columbus",2021-07-18,56068,292,78.9858711564905,56068,292,43993.7982400211,11782.2017599789
"8844","Columbus",2021-07-19,56068,0,79.0292682087056,56068,0,44310.1300992571,11757.8699007429
"8845","Columbus",2021-07-20,56068,0,79.072380080927,56068,0,44334.3020637742,11733.6979362258
"8846","Columbus",2021-07-21,56068,0,79.1152067731413,56068,0,44358.3141335649,11709.6858664351
"8847","Columbus",2021-07-22,56068,0,79.1577482853463,56068,0,44382.166308628,11685.833691372
"8848","Columbus",2021-07-23,56068,0,79.2006888876246,56068,0,44406.2422455134,11661.7577544866
"8849","Columbus",2021-07-24,56068,0,79.2440285799921,56068,0,44430.54194423,11637.45805577
"8850","Columbus",2021-07-25,56068,764,80.6503984532637,56068,764,44455.0654047759,10848.9345952241
"8851","Columbus",2021-07-26,56068,0,80.6945363257903,56068,0,45243.8126271441,10824.1873728559
"8852","Columbus",2021-07-27,56068,0,80.739073288406,56068,0,45268.7836113435,10799.2163886565
"8853","Columbus",2021-07-28,56068,0,80.7840093410929,56068,0,45293.978357364,10774.021642636
"8854","Columbus",2021-07-29,56068,0,80.8293444838678,56068,0,45319.396865215,10748.603134785
"8855","Columbus",2021-07-30,56068,0,80.8781322442885,56068,0,45346.7511867277,10721.2488132723
"8856","Columbus",2021-07-31,56068,0,80.9303726223414,56068,0,45376.0413218944,10691.9586781056
"8857","Columbus",2021-08-01,56068,1152,83.0407135455577,56068,1152,45407.2672707233,9508.73272927672
"8858","Columbus",2021-08-02,56068,0,83.0998591588886,56068,0,46592.4290332057,9475.57096679432
"8859","Columbus",2021-08-03,56068,0,83.1624573898664,56068,0,46627.5266093503,9440.47339064973
"8860","Columbus",2021-08-04,56068,0,83.2285082384741,56068,0,46664.5599991477,9403.44000085232
"8861","Columbus",2021-08-05,56068,0,83.2980117047299,56068,0,46703.529202608,9364.47079739202
"8862","Columbus",2021-08-06,56068,0,83.3719918319433,56068,0,46745.008380334,9322.99161966602
"8863","Columbus",2021-08-07,56068,0,83.4504486201302,56068,0,46788.9975323346,9279.00246766542
"8864","Columbus",2021-08-08,56068,1236,85.7378480748371,56068,1236,46835.4966585997,7996.50334140032
"8865","Columbus",2021-08-09,56068,0,85.8252581849383,56068,0,48120.5057591312,7947.49424086881
"8866","Columbus",2021-08-10,56068,0,85.9171449560116,56068,0,48172.0248339366,7895.97516606342
"8867","Columbus",2021-08-11,56068,0,86.0135083880438,56068,0,48226.0538830084,7841.94611699162
"8868","Columbus",2021-08-12,56068,0,86.1143484810335,56068,0,48282.5929063459,7785.40709365412
"8869","Columbus",2021-08-13,56068,0,86.2170265314402,56068,0,48340.1624356479,7727.83756435211
"8870","Columbus",2021-08-14,56068,0,86.3219129845313,56068,0,48398.970172167,7669.02982783302
"8871","Columbus",2021-08-15,56068,1748,89.5466210669357,56068,1748,48458.9994998095,5861.00050019052
"8872","Columbus",2021-08-16,56068,0,89.6558131918247,56068,0,50268.2213403923,5799.77865960772
"8873","Columbus",2021-08-17,56068,0,89.7630599003538,56068,0,50328.3524249304,5739.64757506962
"8874","Columbus",2021-08-18,56068,0,89.8725891006242,56068,0,50389.763256938,5678.23674306201
"8875","Columbus",2021-08-19,56068,0,89.9844007926493,56068,0,50452.4538364226,5615.54616357742
"8876","Columbus",2021-08-20,56068,0,90.0835784649181,56068,0,50508.0607737103,5559.93922628972
"8877","Columbus",2021-08-21,56068,0,90.1806504672339,56068,0,50562.4871039687,5505.51289603132
"8878","Columbus",2021-08-22,56068,1812,93.5065645009349,56068,1812,50615.2605843842,3640.73941561581
"8879","Columbus",2021-08-23,56068,0,93.59626665839,56068,0,52477.5547900261,3590.44520997392
"8880","Columbus",2021-08-24,56068,0,93.59626665839,56068,0,52477.5547900261,3590.44520997392
"8881","Columbus",2021-08-25,56068,0,93.59626665839,56068,0,52477.5547900261,3590.44520997392
"8882","Columbus",2021-08-26,56068,0,93.59626665839,56068,0,52477.5547900261,3590.44520997392
"8883","Columbus",2021-08-27,56068,0,93.59626665839,56068,0,52477.5547900261,3590.44520997392
"8884","Columbus",2021-08-28,56068,0,93.59626665839,56068,0,52477.5547900261,3590.44520997392
"8885","Columbus",2021-08-29,56068,2080,97.3060476386282,56068,2080,52477.5547900261,1510.44520997391
"8886","Columbus",2021-08-30,56068,0,97.3060476386282,56068,0,54557.5547900261,1510.44520997391
"8887","Columbus",2021-08-31,56068,0,97.3060476386282,56068,0,54557.5547900261,1510.44520997391
"8888","Columbus",2021-09-01,56068,0,97.3060476386282,56068,0,54557.5547900261,1510.44520997391
"8889","Columbus",2021-09-02,56068,0,97.3060476386282,56068,0,54557.5547900261,1510.44520997391
"8890","Columbus",2021-09-03,56068,0,97.3060476386282,56068,0,54557.5547900261,1510.44520997391
"8891","Columbus",2021-09-04,56068,0,97.3060476386282,56068,0,54557.5547900261,1510.44520997391
"8892","Columbus",2021-09-05,56068,1576,100.116920150578,56068,1576,54557.5547900261,-65.5547900260717
"8893","Columbus",2021-09-06,56068,0,100.116920150578,56068,0,56133.5547900261,-65.5547900260717
"8894","Columbus",2021-09-09,56068,0,100.116920150578,56068,0,56133.5547900261,-65.5547900260717
"8895","Columbus",2021-09-12,56068,948,101.807724174263,56068,948,56133.5547900261,-1013.55479002606
"8896","Columbus",2021-09-16,56068,0,101.807724174263,56068,0,57081.5547900261,-1013.55479002606
"8897","Columbus",2021-09-19,56068,776,103.19175784766,56068,776,57081.5547900261,-1789.55479002606
"8898","Columbus",2021-09-23,56068,0,103.19175784766,56068,0,57857.5547900261,-1789.55479002606
"8899","Columbus",2021-09-26,56068,488,104.062129539178,56068,488,57857.5547900261,-2277.55479002609
"8900","Columbus",2021-09-30,56068,0,104.062129539178,56068,0,58345.5547900261,-2277.55479002609
"8901","Columbus",2021-10-03,56068,392,104.761280570069,56068,392,58345.5547900261,-2669.55479002607
"8902","Columbus",2021-10-07,56068,0,104.761280570069,56068,0,58737.5547900261,-2669.55479002607
"8903","Columbus",2021-10-10,56068,240,105.189332221635,56068,240,58737.5547900261,-2909.55479002609
"8904","Columbus",2021-10-14,56068,0,105.189332221635,56068,0,58977.5547900261,-2909.55479002609
"8905","Columbus",2021-10-17,56068,376,105.859946475755,56068,376,58977.5547900261,-3285.55479002609
"8906","Columbus",2021-10-21,56068,0,105.859946475755,56068,0,59353.5547900261,-3285.55479002609
"8907","Columbus",2021-10-24,56068,436,106.637573642766,56068,436,59353.5547900261,-3721.55479002609
"8908","Columbus",2021-10-28,56068,0,106.637573642766,56068,0,59789.5547900261,-3721.55479002609
"8909","Columbus",2021-10-31,56068,236,107.058491100139,56068,236,59789.5547900261,-3957.5547900261
"8910","Columbus",2021-11-04,56068,0,107.058491100139,56068,0,60025.5547900261,-3957.5547900261
"8911","Columbus",2021-11-07,56068,184,107.386664033006,56068,184,60025.5547900261,-4141.55479002608
"8912","Columbus",2021-11-11,56068,0,107.386664033006,56068,0,60209.5547900261,-4141.55479002608
"8913","Columbus",2021-11-14,56068,188,107.721971160067,56068,188,60209.5547900261,-4329.55479002609
"8914","Columbus",2021-11-18,56068,0,107.721971160067,56068,0,60397.5547900261,-4329.55479002609
"8915","Columbus",2021-11-21,56068,236,108.14288861744,56068,236,60397.5547900261,-4565.55479002609
"8916","Columbus",2021-11-28,56068,176,108.456793161921,56068,176,60633.5547900261,-4741.55479002609
"8917","Columbus",2021-12-05,56068,328,109.041797085728,56068,328,60809.5547900261,-5069.55479002609
"8918","Columbus",2021-12-12,56068,340,109.648203592113,56068,340,61137.5547900261,-5409.55479002609
"8919","Craven",2020-02-16,102491,0,0,102491,0,0,102491
"8920","Craven",2020-02-20,102491,0,0,102491,0,0,102491
"8921","Craven",2020-02-23,102491,0,0,102491,0,0,102491
"8922","Craven",2020-02-27,102491,0,0,102491,0,0,102491
"8923","Craven",2020-03-01,102491,0,0,102491,0,0,102491
"8924","Craven",2020-03-05,102491,0,0,102491,0,0,102491
"8925","Craven",2020-03-08,102491,0,0,102491,0,0,102491
"8926","Craven",2020-03-12,102491,0,0,102491,0,0,102491
"8927","Craven",2020-03-15,102491,8,0.00780556341532427,102491,8,-8.88178419700125e-16,102483
"8928","Craven",2020-03-19,102491,0,0.00780556341532427,102491,0,8,102483
"8929","Craven",2020-03-22,102491,4,0.0117083451229864,102491,4,8,102479
"8930","Craven",2020-03-26,102491,0,0.0117083451229864,102491,0,12,102479
"8931","Craven",2020-03-29,102491,28,0.0390278170766214,102491,28,12,102451
"8932","Craven",2020-04-02,102491,0,0.0390278170766214,102491,0,40,102451
"8933","Craven",2020-04-05,102491,32,0.0702500707379184,102491,32,40,102419
"8934","Craven",2020-04-09,102491,0,0.0702500707379184,102491,0,72,102419
"8935","Craven",2020-04-12,102491,40,0.10927788781454,102491,40,72,102379
"8936","Craven",2020-04-16,102491,0,0.10927788781454,102491,0,112,102379
"8937","Craven",2020-04-19,102491,28,0.136597359768175,102491,28,112,102351
"8938","Craven",2020-04-23,102491,0,0.136597359768175,102491,0,140,102351
"8939","Craven",2020-04-26,102491,12,0.148305704891161,102491,12,140,102339
"8940","Craven",2020-04-30,102491,0,0.148305704891161,102491,0,152,102339
"8941","Craven",2020-05-03,102491,20,0.167819613429472,102491,20,152,102319
"8942","Craven",2020-05-07,102491,0,0.167819613429472,102491,0,172,102319
"8943","Craven",2020-05-10,102491,40,0.206847430506093,102491,40,172,102279
"8944","Craven",2020-05-14,102491,0,0.206847430506093,102491,0,212,102279
"8945","Craven",2020-05-17,102491,300,0.499556058580753,102491,300,212,101979
"8946","Craven",2020-05-21,102491,0,0.499556058580753,102491,0,512,101979
"8947","Craven",2020-05-24,102491,240,0.733722961040482,102491,240,512,101739
"8948","Craven",2020-05-28,102491,0,0.733722961040482,102491,0,752,101739
"8949","Craven",2020-05-31,102491,100,0.831292503732035,102491,100,752,101639
"8950","Craven",2020-06-04,102491,0,0.831292503732035,102491,0,852,101639
"8951","Craven",2020-06-07,102491,100,0.928862046423588,102491,100,852,101539
"8952","Craven",2020-06-11,102491,0,0.928862046423588,102491,0,952,101539
"8953","Craven",2020-06-14,102491,152,1.07716775131475,102491,152,952,101387
"8954","Craven",2020-06-18,102491,0,1.07716775131475,102491,0,1104,101387
"8955","Craven",2020-06-21,102491,184,1.25669570986721,102491,184,1104,101203
"8956","Craven",2020-06-25,102491,0,1.25669570986721,102491,0,1288,101203
"8957","Craven",2020-06-28,102491,200,1.45183479525032,102491,200,1288,101003
"8958","Craven",2020-07-02,102491,0,1.45183479525032,102491,0,1488,101003
"8959","Craven",2020-07-05,102491,216,1.66258500746407,102491,216,1488,100787
"8960","Craven",2020-07-09,102491,0,1.66258500746407,102491,0,1704,100787
"8961","Craven",2020-07-12,102491,252,1.90846025504679,102491,252,1704,100535
"8962","Craven",2020-07-16,102491,0,1.90846025504679,102491,0,1956,100535
"8963","Craven",2020-07-19,102491,296,2.19726610141378,102491,296,1956,100239
"8964","Craven",2020-07-23,102491,0,2.19726610141378,102491,0,2252,100239
"8965","Craven",2020-07-26,102491,292,2.48216916607312,102491,292,2252,99947
"8966","Craven",2020-07-30,102491,0,2.48216916607312,102491,0,2544,99947
"8967","Craven",2020-08-02,102491,300,2.77487779414778,102491,300,2544,99647
"8968","Craven",2020-08-06,102491,0,2.77487779414778,102491,0,2844,99647
"8969","Craven",2020-08-09,102491,320,3.08710033076075,102491,320,2844,99327
"8970","Craven",2020-08-13,102491,0,3.08710033076075,102491,0,3164,99327
"8971","Craven",2020-08-16,102491,508,3.58275360763384,102491,508,3164,98819
"8972","Craven",2020-08-20,102491,0,3.58275360763384,102491,0,3672,98819
"8973","Craven",2020-08-23,102491,444,4.01596237718434,102491,444,3672,98375
"8974","Craven",2020-08-27,102491,0,4.01596237718434,102491,0,4116,98375
"8975","Craven",2020-08-30,102491,356,4.36330994916627,102491,356,4116,98019
"8976","Craven",2020-09-03,102491,0,4.36330994916627,102491,0,4472,98019
"8977","Craven",2020-09-06,102491,412,4.76529646505547,102491,412,4472,97607
"8978","Craven",2020-09-10,102491,0,4.76529646505547,102491,0,4884,97607
"8979","Craven",2020-09-13,102491,524,5.27656086875921,102491,524,4884,97083
"8980","Craven",2020-09-17,102491,0,5.27656086875921,102491,0,5408,97083
"8981","Craven",2020-09-20,102491,628,5.88929759686216,102491,628,5408,96455
"8982","Craven",2020-09-24,102491,0,5.88929759686216,102491,0,6036,96455
"8983","Craven",2020-09-27,102491,576,6.45129816276551,102491,576,6036,95879
"8984","Craven",2020-10-01,102491,0,6.45129816276551,102491,0,6612,95879
"8985","Craven",2020-10-04,102491,728,7.16160443356002,102491,728,6612,95151
"8986","Craven",2020-10-08,102491,0,7.16160443356002,102491,0,7340,95151
