"","COUNTY","DATE","Population","cdc_multiplier","cdc_case_vacc_obs_imm_up","N","I","R","S"
"17023","Hertford",2021-06-13,24012,4,68.1425432905893,24012,4,16358.3874949363,7649.6125050637
"17024","Hertford",2021-06-14,24012,0,68.2129673338931,24012,0,16379.2977162144,7632.7022837856
"17025","Hertford",2021-06-15,24012,0,68.2788053472226,24012,0,16395.1067399751,7616.8932600249
"17026","Hertford",2021-06-16,24012,0,68.340057330578,24012,0,16409.8145662184,7602.1854337816
"17027","Hertford",2021-06-17,24012,0,68.3967232839643,24012,0,16423.4211949455,7588.5788050545
"17028","Hertford",2021-06-18,24012,0,68.4537941065759,24012,0,16437.125040871,7574.874959129
"17029","Hertford",2021-06-19,24012,0,68.5112697984549,24012,0,16450.926104005,7561.073895995
"17030","Hertford",2021-06-20,24012,4,68.5858086970573,24012,4,16464.8243843374,7543.1756156626
"17031","Hertford",2021-06-21,24012,0,68.6440941274213,24012,0,16482.8198818764,7529.1801181236
"17032","Hertford",2021-06-22,24012,0,68.7027844270498,24012,0,16496.9125966232,7515.0874033768
"17033","Hertford",2021-06-23,24012,0,68.7618795959037,24012,0,16511.1025285684,7500.8974714316
"17034","Hertford",2021-06-24,24012,0,68.8213796340222,24012,0,16525.3896777214,7486.6103222786
"17035","Hertford",2021-06-25,24012,0,68.8812300924463,24012,0,16539.7609697982,7472.2390302018
"17036","Hertford",2021-06-26,24012,0,68.9414309711732,24012,0,16554.2164047981,7457.7835952019
"17037","Hertford",2021-06-27,24012,8,69.0352989451987,24012,8,16568.7559827211,7435.2440172789
"17038","Hertford",2021-06-28,24012,0,69.096200664534,24012,0,16591.3797035679,7420.6202964321
"17039","Hertford",2021-06-29,24012,0,69.1574528041771,24012,0,16606.087567339,7405.912432661
"17040","Hertford",2021-06-30,24012,0,69.2190553641258,24012,0,16620.8795740339,7391.1204259661
"17041","Hertford",2021-07-01,24012,0,69.2810083443774,24012,0,16635.7557236519,7376.2442763481
"17042","Hertford",2021-07-02,24012,0,69.3413490903944,24012,0,16650.2447435855,7361.7552564145
"17043","Hertford",2021-07-03,24012,0,69.4000776021689,24012,0,16664.3466338328,7347.6533661672
"17044","Hertford",2021-07-04,24012,20,69.5404855671985,24012,20,16678.0613943957,7313.9386056043
"17045","Hertford",2021-07-05,24012,0,69.595989610501,24012,0,16711.3890252735,7300.6109747265
"17046","Hertford",2021-07-06,24012,0,69.649881419564,24012,0,16724.3295264657,7287.6704735343
"17047","Hertford",2021-07-07,24012,0,69.7021609943895,24012,0,16736.8828979728,7275.1171020272
"17048","Hertford",2021-07-08,24012,0,69.7528283349784,24012,0,16749.049139795,7262.95086020498
"17049","Hertford",2021-07-09,24012,0,69.8036406410682,24012,0,16761.2501907333,7250.7498092667
"17050","Hertford",2021-07-10,24012,0,69.8545979126266,24012,0,16773.4860507799,7238.5139492201
"17051","Hertford",2021-07-11,24012,12,69.9556751621464,24012,12,16785.7567199346,7214.2432800654
"17052","Hertford",2021-07-12,24012,0,70.0069223646773,24012,0,16810.0621982063,7201.9378017937
"17053","Hertford",2021-07-13,24012,0,70.0583145326757,24012,0,16822.4024855861,7189.5975144139
"17054","Hertford",2021-07-14,24012,0,70.1098516661448,24012,0,16834.7775820747,7177.2224179253
"17055","Hertford",2021-07-15,24012,0,70.1615337651108,24012,0,16847.1874876784,7164.81251232161
"17056","Hertford",2021-07-16,24012,0,70.212644144813,24012,0,16859.4601120525,7152.5398879475
"17057","Hertford",2021-07-17,24012,0,70.2631828052436,24012,0,16871.5954551951,7140.4045448049
"17058","Hertford",2021-07-18,24012,32,70.446416446386,24012,32,16883.5935171062,7096.4064828938
"17059","Hertford",2021-07-19,24012,0,70.4958116682763,24012,0,16927.4542977865,7084.5457022135
"17060","Hertford",2021-07-20,24012,0,70.544635170895,24012,0,16939.1777972353,7072.8222027647
"17061","Hertford",2021-07-21,24012,0,70.5928869542425,24012,0,16950.7640154527,7061.23598454729
"17062","Hertford",2021-07-22,24012,0,70.640567018319,24012,0,16962.2129524388,7049.78704756124
"17063","Hertford",2021-07-23,24012,0,70.6893594460348,24012,0,16973.9289901819,7038.07100981812
"17064","Hertford",2021-07-24,24012,0,70.73926423739,24012,0,16985.9121286821,7026.08787131792
"17065","Hertford",2021-07-25,24012,16,70.8569147424083,24012,16,16998.1623679471,6997.83763205292
"17066","Hertford",2021-07-26,24012,0,70.9090442610773,24012,0,17026.6797079699,6985.32029203012
"17067","Hertford",2021-07-27,24012,0,70.9622861433807,24012,0,17039.4641487486,6972.53585125142
"17068","Hertford",2021-07-28,24012,0,71.0166403893215,24012,0,17052.5156902839,6959.48430971612
"17069","Hertford",2021-07-29,24012,0,71.0721069989046,24012,0,17065.834332577,6946.16566742302
"17070","Hertford",2021-07-30,24012,0,71.128813172275,24012,0,17079.4506189267,6932.54938107332
"17071","Hertford",2021-07-31,24012,0,71.1867589094065,24012,0,17093.3645493267,6918.63545067332
"17072","Hertford",2021-08-01,24012,44,71.429185922776,24012,44,17107.576123777,6860.42387622302
"17073","Hertford",2021-08-02,24012,0,71.4896107874245,24012,0,17166.0853422764,6845.91465772362
"17074","Hertford",2021-08-03,24012,0,71.5512752158302,24012,0,17180.8922048251,6831.10779517486
"17075","Hertford",2021-08-04,24012,0,71.614179208029,24012,0,17195.9967114319,6816.00328856807
"17076","Hertford",2021-08-05,24012,0,71.6783227639873,24012,0,17211.3988620886,6800.60113791136
"17077","Hertford",2021-08-06,24012,0,71.7454512266211,24012,0,17227.5177485363,6784.48225146374
"17078","Hertford",2021-08-07,24012,0,71.8155645958937,24012,0,17244.353370766,6767.646629234
"17079","Hertford",2021-08-08,24012,100,72.3051213092902,24012,100,17261.9057287868,6650.09427121324
"17080","Hertford",2021-08-09,24012,0,72.3812044919146,24012,0,17380.1748225985,6631.82517740146
"17081","Hertford",2021-08-10,24012,0,72.4602725811803,24012,0,17399.160652193,6612.83934780698
"17082","Hertford",2021-08-11,24012,0,72.5423255771219,24012,0,17418.8632175785,6593.13678242148
"17083","Hertford",2021-08-12,24012,0,72.6273634797366,24012,0,17439.2825187543,6572.71748124566
"17084","Hertford",2021-08-13,24012,0,72.7127108527111,24012,0,17459.776129953,6552.223870047
"17085","Hertford",2021-08-14,24012,0,72.7985610066062,24012,0,17480.3904689063,6531.60953109372
"17086","Hertford",2021-08-15,24012,252,73.9343737389509,24012,252,17501.1218221969,6258.87817780312
"17087","Hertford",2021-08-16,24012,0,74.0211714614967,24012,0,17773.9636913346,6238.03630866542
"17088","Hertford",2021-08-17,24012,0,74.1045647725441,24012,0,17793.9880931833,6218.01190681672
"17089","Hertford",2021-08-18,24012,0,74.1884995265837,24012,0,17814.1425063233,6197.85749367672
"17090","Hertford",2021-08-19,24012,0,74.2729757236498,24012,0,17834.4269307628,6177.57306923722
"17091","Hertford",2021-08-20,24012,0,74.3514635271259,24012,0,17853.2734221335,6158.72657786652
"17092","Hertford",2021-08-21,24012,0,74.4289532649857,24012,0,17871.8802579884,6140.11974201163
"17093","Hertford",2021-08-22,24012,216,75.4045959358936,24012,216,17890.1515761268,5905.84842387322
"17094","Hertford",2021-08-23,24012,0,75.4785924441504,24012,0,18123.9196176894,5888.08038231062
"17095","Hertford",2021-08-24,24012,0,75.4785924441504,24012,0,18123.9196176894,5888.08038231062
"17096","Hertford",2021-08-25,24012,0,75.4785924441504,24012,0,18123.9196176894,5888.08038231062
"17097","Hertford",2021-08-26,24012,0,75.4785924441504,24012,0,18123.9196176894,5888.08038231062
"17098","Hertford",2021-08-27,24012,0,75.4785924441504,24012,0,18123.9196176894,5888.08038231062
"17099","Hertford",2021-08-28,24012,0,75.4785924441504,24012,0,18123.9196176894,5888.08038231062
"17100","Hertford",2021-08-29,24012,284,76.6613344065025,24012,284,18123.9196176894,5604.08038231062
"17101","Hertford",2021-08-30,24012,0,76.6613344065025,24012,0,18407.9196176894,5604.08038231062
"17102","Hertford",2021-08-31,24012,0,76.6613344065025,24012,0,18407.9196176894,5604.08038231062
"17103","Hertford",2021-09-01,24012,0,76.6613344065025,24012,0,18407.9196176894,5604.08038231062
"17104","Hertford",2021-09-02,24012,0,76.6613344065025,24012,0,18407.9196176894,5604.08038231062
"17105","Hertford",2021-09-03,24012,0,76.6613344065025,24012,0,18407.9196176894,5604.08038231062
"17106","Hertford",2021-09-04,24012,0,76.6613344065025,24012,0,18407.9196176894,5604.08038231062
"17107","Hertford",2021-09-05,24012,372,78.2105597938089,24012,372,18407.9196176894,5232.08038231062
"17108","Hertford",2021-09-06,24012,0,78.2105597938089,24012,0,18779.9196176894,5232.08038231062
"17109","Hertford",2021-09-09,24012,0,78.2105597938089,24012,0,18779.9196176894,5232.08038231062
"17110","Hertford",2021-09-12,24012,304,79.4765934436506,24012,304,18779.9196176894,4928.08038231062
"17111","Hertford",2021-09-16,24012,0,79.4765934436506,24012,0,19083.9196176894,4928.08038231062
"17112","Hertford",2021-09-19,24012,304,80.7426270934923,24012,304,19083.9196176894,4624.08038231062
"17113","Hertford",2021-09-23,24012,0,80.7426270934923,24012,0,19387.9196176894,4624.08038231062
"17114","Hertford",2021-09-26,24012,240,81.7421273433674,24012,240,19387.9196176894,4384.08038231062
"17115","Hertford",2021-09-30,24012,0,81.7421273433674,24012,0,19627.9196176894,4384.08038231062
"17116","Hertford",2021-10-03,24012,232,82.7083109182466,24012,232,19627.9196176894,4152.08038231062
"17117","Hertford",2021-10-07,24012,0,82.7083109182466,24012,0,19859.9196176894,4152.08038231062
"17118","Hertford",2021-10-10,24012,228,83.6578361556279,24012,228,19859.9196176894,3924.08038231062
"17119","Hertford",2021-10-14,24012,0,83.6578361556279,24012,0,20087.9196176894,3924.08038231062
"17120","Hertford",2021-10-17,24012,180,84.4074613430342,24012,180,20087.9196176894,3744.08038231062
"17121","Hertford",2021-10-21,24012,0,84.4074613430342,24012,0,20267.9196176894,3744.08038231062
"17122","Hertford",2021-10-24,24012,96,84.8072614429843,24012,96,20267.9196176894,3648.08038231062
"17123","Hertford",2021-10-28,24012,0,84.8072614429843,24012,0,20363.9196176894,3648.08038231062
"17124","Hertford",2021-10-31,24012,72,85.1071115179468,24012,72,20363.9196176894,3576.08038231062
"17125","Hertford",2021-11-04,24012,0,85.1071115179468,24012,0,20435.9196176894,3576.08038231062
"17126","Hertford",2021-11-07,24012,64,85.3736449179135,24012,64,20435.9196176894,3512.08038231062
"17127","Hertford",2021-11-11,24012,0,85.3736449179135,24012,0,20499.9196176894,3512.08038231062
"17128","Hertford",2021-11-14,24012,40,85.5402282928926,24012,40,20499.9196176894,3472.08038231062
"17129","Hertford",2021-11-18,24012,0,85.5402282928926,24012,0,20539.9196176894,3472.08038231062
"17130","Hertford",2021-11-21,24012,44,85.7234700053697,24012,44,20539.9196176894,3428.08038231061
"17131","Hertford",2021-11-28,24012,40,85.8900533803489,24012,40,20583.9196176894,3388.08038231062
"17132","Hertford",2021-12-05,24012,68,86.1732451178135,24012,68,20623.9196176894,3320.08038231062
"17133","Hertford",2021-12-12,24012,72,86.473095192776,24012,72,20691.9196176894,3248.08038231062
"17134","Hoke",2020-02-23,53957,0,0,53957,0,0,53957
"17135","Hoke",2020-02-27,53957,0,0,53957,0,0,53957
"17136","Hoke",2020-03-01,53957,0,0,53957,0,0,53957
"17137","Hoke",2020-03-05,53957,0,0,53957,0,0,53957
"17138","Hoke",2020-03-08,53957,0,0,53957,0,0,53957
"17139","Hoke",2020-03-12,53957,0,0,53957,0,0,53957
"17140","Hoke",2020-03-15,53957,0,0,53957,0,0,53957
"17141","Hoke",2020-03-19,53957,0,0,53957,0,0,53957
"17142","Hoke",2020-03-22,53957,20,0.0370665529959042,53957,20,3.5527136788005e-15,53937
"17143","Hoke",2020-03-26,53957,0,0.0370665529959042,53957,0,20,53937
"17144","Hoke",2020-03-29,53957,4,0.044479863595085,53957,4,20,53933
"17145","Hoke",2020-04-02,53957,0,0.044479863595085,53957,0,24,53933
"17146","Hoke",2020-04-05,53957,28,0.0963730377893508,53957,28,24,53905
"17147","Hoke",2020-04-09,53957,0,0.0963730377893508,53957,0,52,53905
"17148","Hoke",2020-04-12,53957,28,0.148266211983617,53957,28,52,53877
"17149","Hoke",2020-04-16,53957,0,0.148266211983617,53957,0,80,53877
"17150","Hoke",2020-04-19,53957,32,0.207572696777063,53957,32,80,53845
"17151","Hoke",2020-04-23,53957,0,0.207572696777063,53957,0,112,53845
"17152","Hoke",2020-04-26,53957,176,0.53375836314102,53957,176,112,53669
"17153","Hoke",2020-04-30,53957,0,0.53375836314102,53957,0,288,53669
"17154","Hoke",2020-05-03,53957,152,0.815464165909891,53957,152,288,53517
"17155","Hoke",2020-05-07,53957,0,0.815464165909891,53957,0,440,53517
"17156","Hoke",2020-05-10,53957,88,0.978556999091869,53957,88,440,53429
"17157","Hoke",2020-05-14,53957,0,0.978556999091869,53957,0,528,53429
"17158","Hoke",2020-05-17,53957,184,1.31956928665419,53957,184,528,53245
"17159","Hoke",2020-05-21,53957,0,1.31956928665419,53957,0,712,53245
"17160","Hoke",2020-05-24,53957,176,1.64575495301814,53957,176,712,53069
"17161","Hoke",2020-05-28,53957,0,1.64575495301814,53957,0,888,53069
"17162","Hoke",2020-05-31,53957,164,1.94970068758456,53957,164,888,52905
"17163","Hoke",2020-06-04,53957,0,1.94970068758456,53957,0,1052,52905
"17164","Hoke",2020-06-07,53957,76,2.09055358896899,53957,76,1052,52829
"17165","Hoke",2020-06-11,53957,0,2.09055358896899,53957,0,1128,52829
"17166","Hoke",2020-06-14,53957,80,2.23881980095261,53957,80,1128,52749
"17167","Hoke",2020-06-18,53957,0,2.23881980095261,53957,0,1208,52749
"17168","Hoke",2020-06-21,53957,120,2.46121911892803,53957,120,1208,52629
"17169","Hoke",2020-06-25,53957,0,2.46121911892803,53957,0,1328,52629
"17170","Hoke",2020-06-28,53957,208,2.84671127008544,53957,208,1328,52421
"17171","Hoke",2020-07-02,53957,0,2.84671127008544,53957,0,1536,52421
"17172","Hoke",2020-07-05,53957,240,3.29150990603629,53957,240,1536,52181
"17173","Hoke",2020-07-09,53957,0,3.29150990603629,53957,0,1776,52181
"17174","Hoke",2020-07-12,53957,284,3.81785495857813,53957,284,1776,51897
"17175","Hoke",2020-07-16,53957,0,3.81785495857813,53957,0,2060,51897
"17176","Hoke",2020-07-19,53957,296,4.36643994291751,53957,296,2060,51601
"17177","Hoke",2020-07-23,53957,0,4.36643994291751,53957,0,2356,51601
"17178","Hoke",2020-07-26,53957,280,4.88537168486017,53957,280,2356,51321
"17179","Hoke",2020-07-30,53957,0,4.88537168486017,53957,0,2636,51321
"17180","Hoke",2020-08-02,53957,164,5.18931741942658,53957,164,2636,51157
"17181","Hoke",2020-08-06,53957,0,5.18931741942658,53957,0,2800,51157
"17182","Hoke",2020-08-09,53957,208,5.57480957058398,53957,208,2800,50949
"17183","Hoke",2020-08-13,53957,0,5.57480957058398,53957,0,3008,50949
"17184","Hoke",2020-08-16,53957,216,5.97512834293975,53957,216,3008,50733
"17185","Hoke",2020-08-20,53957,0,5.97512834293975,53957,0,3224,50733
"17186","Hoke",2020-08-23,53957,200,6.34579387289879,53957,200,3224,50533
"17187","Hoke",2020-08-27,53957,0,6.34579387289879,53957,0,3424,50533
"17188","Hoke",2020-08-30,53957,164,6.6497396074652,53957,164,3424,50369
"17189","Hoke",2020-09-03,53957,0,6.6497396074652,53957,0,3588,50369
"17190","Hoke",2020-09-06,53957,168,6.9610986526308,53957,168,3588,50201
"17191","Hoke",2020-09-10,53957,0,6.9610986526308,53957,0,3756,50201
"17192","Hoke",2020-09-13,53957,376,7.6579498489538,53957,376,3756,49825
"17193","Hoke",2020-09-17,53957,0,7.6579498489538,53957,0,4132,49825
"17194","Hoke",2020-09-20,53957,280,8.17688159089646,53957,280,4132,49545
"17195","Hoke",2020-09-24,53957,0,8.17688159089646,53957,0,4412,49545
"17196","Hoke",2020-09-27,53957,376,8.87373278721945,53957,376,4412,49169
"17197","Hoke",2020-10-01,53957,0,8.87373278721945,53957,0,4788,49169
"17198","Hoke",2020-10-04,53957,484,9.77074336972033,53957,484,4788,48685
"17199","Hoke",2020-10-08,53957,0,9.77074336972033,53957,0,5272,48685
"17200","Hoke",2020-10-11,53957,284,10.2970884222622,53957,284,5272,48401
"17201","Hoke",2020-10-15,53957,0,10.2970884222622,53957,0,5556,48401
"17202","Hoke",2020-10-18,53957,316,10.8827399595975,53957,316,5556,48085
"17203","Hoke",2020-10-22,53957,0,10.8827399595975,53957,0,5872,48085
"17204","Hoke",2020-10-25,53957,284,11.4090850121393,53957,284,5872,47801
"17205","Hoke",2020-10-29,53957,0,11.4090850121393,53957,0,6156,47801
"17206","Hoke",2020-11-01,53957,256,11.8835368904869,53957,256,6156,47545
"17207","Hoke",2020-11-05,53957,0,11.8835368904869,53957,0,6412,47545
"17208","Hoke",2020-11-08,53957,312,12.461775117223,53957,312,6412,47233
"17209","Hoke",2020-11-12,53957,0,12.461775117223,53957,0,6724,47233
"17210","Hoke",2020-11-15,53957,440,13.2772392831329,53957,440,6724,46793
"17211","Hoke",2020-11-19,53957,0,13.2772392831329,53957,0,7164,46793
"17212","Hoke",2020-11-22,53957,412,14.0408102748485,53957,412,7164,46381
"17213","Hoke",2020-11-26,53957,0,14.0408102748485,53957,0,7576,46381
"17214","Hoke",2020-11-29,53957,408,14.7969679559649,53957,408,7576,45973
"17215","Hoke",2020-12-03,53957,0,14.7969679559649,53957,0,7984,45973
"17216","Hoke",2020-12-06,53957,732,16.153603795615,53957,732,7984,45241
"17217","Hoke",2020-12-10,53957,0,16.153603795615,53957,0,8716,45241
"17218","Hoke",2020-12-13,53957,816,17.6659191578479,53957,816,8716,44425
"17219","Hoke",2020-12-16,53957,0,17.6659191578479,53957,0,9532,44425
"17220","Hoke",2020-12-17,53957,0,17.6659191578479,53957,0,9532,44425
"17221","Hoke",2020-12-18,53957,0,17.6659191578479,53957,0,9532,44425
"17222","Hoke",2020-12-19,53957,0,17.6659191578479,53957,0,9532,44425
"17223","Hoke",2020-12-20,53957,852,19.2449543154734,53957,852,9532,43573
"17224","Hoke",2020-12-21,53957,0,19.2449543154734,53957,0,10384,43573
"17225","Hoke",2020-12-22,53957,0,19.2449543154734,53957,0,10384,43573
"17226","Hoke",2020-12-23,53957,0,19.2449543154734,53957,0,10384,43573
"17227","Hoke",2020-12-24,53957,0,19.2449543154734,53957,0,10384,43573
"17228","Hoke",2020-12-25,53957,0,19.2449543154734,53957,0,10384,43573
"17229","Hoke",2020-12-26,53957,0,19.2449543154734,53957,0,10384,43573
"17230","Hoke",2020-12-27,53957,592,20.3421242841522,53957,592,10384,42981
"17231","Hoke",2020-12-28,53957,0,20.3421242841522,53957,0,10976,42981
"17232","Hoke",2020-12-29,53957,0,20.3421242841522,53957,0,10976,42981
"17233","Hoke",2020-12-30,53957,0,20.3868043071335,53957,0,11000.108,42956.892
"17234","Hoke",2020-12-31,53957,0,20.4314843301147,53957,0,11024.216,42932.784
"17235","Hoke",2021-01-01,53957,0,20.4711420116797,53957,0,11045.614095242,42911.385904758
"17236","Hoke",2021-01-02,53957,0,20.50721230651,53957,0,11065.0765442236,42891.9234557764
"17237","Hoke",2021-01-03,53957,936,22.2736924174732,53957,936,11082.216217696,41938.783782304
"17238","Hoke",2021-01-04,53957,0,22.3011529841526,53957,0,12033.0331156592,41923.9668843408
"17239","Hoke",2021-01-05,53957,0,22.3243086867413,53957,0,12045.527238105,41911.472761895
"17240","Hoke",2021-01-06,53957,0,22.3431595252546,53957,0,12055.6985850416,41901.3014149584
"17241","Hoke",2021-01-07,53957,0,22.3577054996939,53957,0,12063.5471564698,41893.4528435302
"17242","Hoke",2021-01-08,53957,0,22.3763250126562,53957,0,12073.5936870789,41883.4063129211
"17243","Hoke",2021-01-09,53957,0,22.3990180641582,53957,0,12085.8381768779,41871.1618231221
"17244","Hoke",2021-01-10,53957,1060,24.3903119629677,53957,1060,12100.2806258585,40796.7193741415
"17245","Hoke",2021-01-11,53957,0,24.4211520915197,53957,0,13176.9210340213,40780.0789659787
"17246","Hoke",2021-01-12,53957,0,24.4560657585954,53957,0,13195.7594013653,40761.2405986347
"17247","Hoke",2021-01-13,53957,0,24.4950529642098,53957,0,13216.7957278987,40740.2042721013
"17248","Hoke",2021-01-14,53957,0,24.5381137083502,53957,0,13240.0300136145,40716.9699863855
"17249","Hoke",2021-01-15,53957,0,24.5888676533846,53957,0,13267.4153197367,40689.5846802633
"17250","Hoke",2021-01-16,53957,0,24.6473147993107,53957,0,13298.9516462641,40658.0483537359
"17251","Hoke",2021-01-17,53957,800,26.1961172659824,53957,800,13334.6389932061,39822.3610067939
"17252","Hoke",2021-01-18,53957,0,26.2699508137118,53957,0,14174.4773605545,39782.5226394455
"17253","Hoke",2021-01-19,53957,0,26.3514775623354,53957,0,14218.4667483093,39738.5332516907
"17254","Hoke",2021-01-20,53957,0,26.4406975118507,53957,0,14266.6071564693,39690.3928435307
"17255","Hoke",2021-01-21,53957,0,26.5376106622753,53957,0,14318.8985850439,39638.1014149561
"17256","Hoke",2021-01-22,53957,0,26.645399441928,53957,0,14377.0581768811,39579.9418231189
"17257","Hoke",2021-01-23,53957,0,26.764063850811,53957,0,14441.0859319821,39515.9140680179
"17258","Hoke",2021-01-24,53957,700,28.1909332437788,53957,700,14510.9818503457,38746.0181496543
"17259","Hoke",2021-01-25,53957,0,28.3313489111331,53957,0,15286.7459319801,38670.2540680199
"17260","Hoke",2021-01-26,53957,0,28.4826402077156,53957,0,15368.3781768771,38588.6218231229
"17261","Hoke",2021-01-27,53957,0,28.6448071335261,53957,0,15455.8785850367,38501.1214149633
"17262","Hoke",2021-01-28,53957,0,28.8178496886408,53957,0,15549.2471564999,38407.7528435001
"17263","Hoke",2021-01-29,53957,0,28.9964961012871,53957,0,15645.6394013715,38311.3605986285
"17264","Hoke",2021-01-30,53957,0,29.180746371615,53957,0,15745.0553197323,38211.9446802677
"17265","Hoke",2021-01-31,53957,600,30.4825970895014,53957,600,15847.4949115823,37509.5050884177
"17266","Hoke",2021-02-01,53957,0,30.6780550751923,53957,0,16552.9581769215,37404.0418230785
"17267","Hoke",2021-02-02,53957,0,30.8791169184149,53957,0,16661.4451156691,37295.5548843309
"17268","Hoke",2021-02-03,53957,0,31.0857826193189,53957,0,16772.9557279059,37184.0442720941
"17269","Hoke",2021-02-04,53957,0,31.2980521779044,53957,0,16887.4900136319,37069.5099863681
"17270","Hoke",2021-02-05,53957,0,31.4959565559996,53957,0,16994.2732789207,36962.7267210793
"17271","Hoke",2021-02-06,53957,0,31.6794957537586,53957,0,17093.3055238555,36863.6944761445
"17272","Hoke",2021-02-07,53957,560,32.8865332549124,53957,560,17184.5867483531,36212.4132516469
"17273","Hoke",2021-02-08,53957,0,33.0413420917232,53957,0,17828.1169524311,36128.8830475689
"17274","Hoke",2021-02-09,53957,0,33.1817857481044,53957,0,17903.8961361047,36053.1038638953
"17275","Hoke",2021-02-10,53957,0,33.307864224043,53957,0,17971.9242993669,35985.0757006331
"17276","Hoke",2021-02-11,53957,0,33.419577519552,53957,0,18032.2014422247,35924.7985577753
"17277","Hoke",2021-02-12,53957,0,33.534884757788,53957,0,18094.4177687597,35862.5822312403
"17278","Hoke",2021-02-13,53957,0,33.6537859387336,53957,0,18158.5732789625,35798.4267210375
"17279","Hoke",2021-02-14,53957,388,34.4953721905245,53957,388,18224.6679728413,35344.3320271587
"17280","Hoke",2021-02-15,53957,0,34.6214612569196,53957,0,18680.7018503961,35276.2981496039
"17281","Hoke",2021-02-16,53957,0,34.7511442660242,53957,0,18750.6749116187,35206.3250883813
"17282","Hoke",2021-02-17,53957,0,34.8844212178537,53957,0,18822.5871565173,35134.4128434827
"17283","Hoke",2021-02-18,53957,0,35.0212921124078,53957,0,18896.4385850919,35060.5614149081
"17284","Hoke",2021-02-19,53957,0,35.1509085530161,53957,0,18966.3757279509,34990.6242720491
"17285","Hoke",2021-02-20,53957,0,35.2732705396784,53957,0,19032.3985850943,34924.6014149057
"17286","Hoke",2021-02-21,53957,260,35.8702432613416,53957,260,19094.5071565221,34602.4928434779
"17287","Hoke",2021-02-22,53957,0,35.9780963401121,53957,0,19412.7014422343,34544.2985577657
"17288","Hoke",2021-02-23,53957,0,36.0786949649367,53957,0,19466.9814422309,34490.0185577691
"17289","Hoke",2021-02-24,53957,0,36.1720391358306,53957,0,19517.3471565201,34439.6528434799
"17290","Hoke",2021-02-25,53957,0,36.2581288527785,53957,0,19563.7985850937,34393.2014149063
"17291","Hoke",2021-02-26,53957,0,36.3510547011437,53957,0,19613.9385850961,34343.0614149039
"17292","Hoke",2021-02-27,53957,0,36.4508166809239,53957,0,19667.7671565261,34289.2328434739
"17293","Hoke",2021-02-28,53957,232,36.9873868068738,53957,232,19725.2842993849,33999.7157006151
"17294","Hoke",2021-03-01,53957,0,37.1008210494863,53957,0,20018.4900136713,33938.5099863287
"17295","Hoke",2021-03-02,53957,0,37.221091423516,53957,0,20083.3842993865,33873.6157006135
"17296","Hoke",2021-03-03,53957,0,37.3481979289607,53957,0,20151.9671565293,33805.0328434707
"17297","Hoke",2021-03-04,53957,0,37.4821405658226,53957,0,20224.2385851009,33732.7614148991
"17298","Hoke",2021-03-05,53957,0,37.6189184157549,53957,0,20298.0398095889,33658.9601904111
"17299","Hoke",2021-03-06,53957,0,37.7585314787577,53957,0,20373.3708299933,33583.6291700067
"17300","Hoke",2021-03-07,53957,240,38.3457783907991,53957,240,20450.2316463235,33266.7683536765
"17301","Hoke",2021-03-08,53957,0,38.4910618799601,53957,0,20768.6222585701,33188.3777414299
"17302","Hoke",2021-03-09,53957,0,38.6391805821916,53957,0,20848.5426667331,33108.4573332669
"17303","Hoke",2021-03-10,53957,0,38.7901344974934,53957,0,20929.9928708125,33027.0071291875
"17304","Hoke",2021-03-11,53957,0,38.9439236258678,53957,0,21012.9728708095,32944.0271291905
"17305","Hoke",2021-03-12,53957,0,39.0996025268238,53957,0,21096.9725353983,32860.0274646017
"17306","Hoke",2021-03-13,53957,0,39.2571712003483,53957,0,21181.9918645719,32775.0081354281
"17307","Hoke",2021-03-14,53957,196,39.7798818658163,53957,196,21268.0308583385,32492.9691416615
"17308","Hoke",2021-03-15,53957,0,39.941230084506,53957,0,21551.0895166969,32405.9104833031
"17309","Hoke",2021-03-16,53957,0,40.1044680757642,53957,0,21639.1678396401,32317.8321603599
"17310","Hoke",2021-03-17,53957,0,40.2695958396062,53957,0,21728.2658271763,32228.7341728237
"17311","Hoke",2021-03-18,53957,0,40.4366133760144,53957,0,21818.3834792961,32138.6165207039
"17312","Hoke",2021-03-19,53957,0,40.6033449755301,53957,0,21908.3468484468,32048.6531515532
"17313","Hoke",2021-03-20,53957,0,40.7697906381524,53957,0,21998.1559346279,31958.8440653721
"17314","Hoke",2021-03-21,53957,208,41.3214425150221,53957,208,22087.8107378305,31661.1892621695
"17315","Hoke",2021-03-22,53957,0,41.487316303841,53957,0,22385.3112580635,31571.6887419365
"17316","Hoke",2021-03-23,53957,0,41.6529041557674,53957,0,22474.6574953274,31482.3425046726
"17317","Hoke",2021-03-24,53957,0,41.8182060707838,53957,0,22563.8494496128,31393.1505503872
"17318","Hoke",2021-03-25,53957,0,41.9832220489093,53957,0,22652.88712093,31304.11287907
"17319","Hoke",2021-03-26,53957,0,42.150902027963,53957,0,22743.362207228,31213.637792772
"17320","Hoke",2021-03-27,53957,0,42.3212460079474,53957,0,22835.2747085082,31121.7252914918
"17321","Hoke",2021-03-28,53957,204,42.8723328294208,53957,204,22928.6246247706,30824.3753752294
"17322","Hoke",2021-03-29,53957,0,43.0480048112503,53957,0,23227.4119560063,30729.5880439937
"17323","Hoke",2021-03-30,53957,0,43.2263407940104,53957,0,23323.6367022242,30633.3632977758
