"","COUNTY","DATE","Population","death_est_total_inf","death_inf_vacc_obs_imm_up","N","I","R","S"
"2351","Beaufort",2021-02-10,47168,0,37.6155043780895,47168,0,17742.4811050573,29425.5188949427
"2352","Beaufort",2021-02-11,47168,0,38.1578090883795,47168,0,17998.2753908069,29169.7246091931
"2353","Beaufort",2021-02-12,47168,0,38.6781255257014,47168,0,18243.6982479629,28924.3017520371
"2354","Beaufort",2021-02-13,47168,0,39.1764536900578,47168,0,18478.7496765265,28689.2503234735
"2355","Beaufort",2021-02-14,47168,153.846153846154,39.9789599523885,47168,153.846153846154,18703.4296764965,28310.7241696574
"2356","Beaufort",2021-02-15,47168,0,40.4333115709825,47168,0,19071.584401801,28096.415598199
"2357","Beaufort",2021-02-16,47168,0,40.8656749166109,47168,0,19275.521544667,27892.478455333
"2358","Beaufort",2021-02-17,47168,0,41.2760499892788,47168,0,19469.087258943,27698.912741057
"2359","Beaufort",2021-02-18,47168,0,41.6644367889607,47168,0,19652.281544617,27515.718455383
"2360","Beaufort",2021-02-19,47168,0,42.0695185808451,47168,0,19843.350524213,27324.649475787
"2361","Beaufort",2021-02-20,47168,0,42.4912953647833,47168,0,20042.294197661,27125.705802339
"2362","Beaufort",2021-02-21,47168,307.692307692308,43.5820998828089,47168,307.692307692308,20249.112565031,26611.1951272767
"2363","Beaufort",2021-02-22,47168,0,44.037266650978,47168,0,20771.4979339333,26396.5020660667
"2364","Beaufort",2021-02-23,47168,0,44.5091284113495,47168,0,20994.0656890653,26173.9343109347
"2365","Beaufort",2021-02-24,47168,0,44.9976851637494,47168,0,21224.5081380373,25943.4918619627
"2366","Beaufort",2021-02-25,47168,0,45.5029369083517,47168,0,21462.8252809313,25705.1747190687
"2367","Beaufort",2021-02-26,47168,0,45.9675704890123,47168,0,21681.9836482573,25486.0163517427
"2368","Beaufort",2021-02-27,47168,0,46.3915859059305,47168,0,21881.9832401093,25286.0167598907
"2369","Beaufort",2021-02-28,47168,0,46.7749831589326,47168,0,22062.8240564053,25105.1759435947
"2370","Beaufort",2021-03-01,47168,0,47.1177622481668,47168,0,22224.5060972153,24943.4939027847
"2371","Beaufort",2021-03-02,47168,0,47.4199231736587,47168,0,22367.0293625513,24800.9706374487
"2372","Beaufort",2021-03-03,47168,0,47.6814659352343,47168,0,22490.3938523313,24677.6061476687
"2373","Beaufort",2021-03-04,47168,0,47.9023905330248,47168,0,22594.5995666171,24573.4004333829
"2374","Beaufort",2021-03-05,47168,0,48.145016976355,47168,0,22709.0416074071,24458.9583925929
"2375","Beaufort",2021-03-06,47168,0,48.4093452653814,47168,0,22833.7199747751,24334.2800252249
"2376","Beaufort",2021-03-07,47168,153.846153846154,49.0215417708728,47168,153.846153846154,22968.6346686391,24045.5191775147
"2377","Beaufort",2021-03-08,47168,0,49.3292737511179,47168,0,23267.6318429273,23900.3681570727
"2378","Beaufort",2021-03-09,47168,0,49.6587075768599,47168,0,23423.0191898533,23744.9808101467
"2379","Beaufort",2021-03-10,47168,0,50.0098432482981,47168,0,23588.6428633573,23579.3571366427
"2380","Beaufort",2021-03-11,47168,0,50.3826807652588,47168,0,23764.5028633573,23403.4971366427
"2381","Beaufort",2021-03-12,47168,0,50.7732540414121,47168,0,23948.7284662533,23219.2715337467
"2382","Beaufort",2021-03-13,47168,0,51.1815630767581,47168,0,24141.3196720453,23026.6803279547
"2383","Beaufort",2021-03-14,47168,0,51.6076078712968,47168,0,24342.2764807333,22825.7235192667
"2384","Beaufort",2021-03-15,47168,0,52.0513884250027,47168,0,24551.5988923053,22616.4011076947
"2385","Beaufort",2021-03-16,47168,0,52.5129047380751,47168,0,24769.2869068553,22398.7130931447
"2386","Beaufort",2021-03-17,47168,0,52.9921568103402,47168,0,24995.3405243013,22172.6594756987
"2387","Beaufort",2021-03-18,47168,0,53.489144641798,47168,0,25229.7597446433,21938.2402553567
"2388","Beaufort",2021-03-19,47168,0,53.9941804265612,47168,0,25467.9750236004,21700.0249763996
"2389","Beaufort",2021-03-20,47168,0,54.5072641644873,47168,0,25709.9863611054,21458.0136388946
"2390","Beaufort",2021-03-21,47168,0,55.0283958557144,47168,0,25955.7937572234,21212.2062427766
"2391","Beaufort",2021-03-22,47168,0,55.5575755002425,47168,0,26205.3972119544,20962.6027880456
"2392","Beaufort",2021-03-23,47168,0,56.0948030979379,47168,0,26458.7967252354,20709.2032747646
"2393","Beaufort",2021-03-24,47168,0,56.6400786489344,47168,0,26715.9922971294,20452.0077028706
"2394","Beaufort",2021-03-25,47168,0,57.1934021532572,47168,0,26976.9839276484,20191.0160723516
"2395","Beaufort",2021-03-26,47168,0,57.7292487870068,47168,0,27229.7320678554,19938.2679321446
"2396","Beaufort",2021-03-27,47168,0,58.2476185502085,47168,0,27474.2367177624,19693.7632822376
"2397","Beaufort",2021-03-28,47168,0,58.7485114430363,47168,0,27710.4978774514,19457.5021225486
"2398","Beaufort",2021-03-29,47168,0,59.2319274652908,47168,0,27938.5155468284,19229.4844531716
"2399","Beaufort",2021-03-30,47168,0,59.6978666171713,47168,0,28158.2897259874,19009.7102740126
"2400","Beaufort",2021-03-31,47168,0,60.146328898504,47168,0,28369.8204148464,18798.1795851536
"2401","Beaufort",2021-04-01,47168,0,60.5773143092889,47168,0,28573.1076134054,18594.8923865946
"2402","Beaufort",2021-04-02,47168,0,61.0018731368626,47168,0,28773.3635211954,18394.6364788046
"2403","Beaufort",2021-04-03,47168,0,61.4200053813992,47168,0,28970.5881382984,18197.4118617016
"2404","Beaufort",2021-04-04,47168,0,61.8317110427501,47168,0,29164.7814646444,18003.2185353556
"2405","Beaufort",2021-04-05,47168,0,62.2369901208899,47168,0,29355.9435002214,17812.0564997786
"2406","Beaufort",2021-04-06,47168,0,62.6358426158293,47168,0,29544.0742450344,17623.9257549656
"2407","Beaufort",2021-04-07,47168,0,63.0282685275576,47168,0,29729.1736990784,17438.8263009216
"2408","Beaufort",2021-04-08,47168,0,63.4142678561003,47168,0,29911.2418623654,17256.7581376346
"2409","Beaufort",2021-04-09,47168,0,63.7825045590238,47168,0,30084.9317504004,17083.0682495996
"2410","Beaufort",2021-04-10,47168,0,64.1329786363538,47168,0,30250.2433631954,16917.7566368046
"2411","Beaufort",2021-04-11,47168,153.846153846154,64.7918564588334,47168,153.846153846154,30407.1767006564,16606.9771454975
"2412","Beaufort",2021-04-12,47168,0,65.1068052847768,47168,0,30709.5779167235,16458.4220832765
"2413","Beaufort",2021-04-13,47168,0,65.4039914851266,47168,0,30849.7547037045,16318.2452962955
"2414","Beaufort",2021-04-14,47168,0,65.6834150598425,47168,0,30981.5532154265,16186.4467845735
"2415","Beaufort",2021-04-15,47168,0,65.9450760089648,47168,0,31104.9734519085,16063.0265480915
"2416","Beaufort",2021-04-16,47168,0,66.2034769512202,47168,0,31226.8560083515,15941.1439916485
"2417","Beaufort",2021-04-17,47168,0,66.4586178866111,47168,0,31347.2008847567,15820.7991152433
"2418","Beaufort",2021-04-18,47168,307.692307692308,67.362831557032,47168,307.692307692308,31466.0080811285,15394.2996111792
"2419","Beaufort",2021-04-19,47168,0,67.6114524787208,47168,0,31890.969905163,15277.030094837
"2420","Beaufort",2021-04-20,47168,0,67.8568133935949,47168,0,32006.7017414908,15161.2982585092
"2421","Beaufort",2021-04-21,47168,0,68.0989143016393,47168,0,32120.8958977972,15047.1041022028
"2422","Beaufort",2021-04-22,47168,0,68.3377552028113,47168,0,32233.552374062,14934.447625938
"2423","Beaufort",2021-04-23,47168,0,68.5679547306526,47168,0,32342.1328873542,14825.8671126458
"2424","Beaufort",2021-04-24,47168,0,68.7895128851379,47168,0,32446.6374376618,14721.3625623382
"2425","Beaufort",2021-04-25,47168,153.846153846154,69.3285960371921,47168,153.846153846154,32547.0660249766,14467.0878211772
"2426","Beaufort",2021-04-26,47168,0,69.5328714449584,47168,0,32797.264803158,14370.735196842
"2427","Beaufort",2021-04-27,47168,0,69.7285054793686,47168,0,32889.5414645086,14278.4585354914
"2428","Beaufort",2021-04-28,47168,0,69.9154981404227,47168,0,32977.7421628746,14190.2578371254
"2429","Beaufort",2021-04-29,47168,0,70.0938494281033,47168,0,33061.8668982478,14106.1331017522
"2430","Beaufort",2021-04-30,47168,0,70.264035060382,47168,0,33142.140057281,14025.859942719
"2431","Beaufort",2021-05-01,47168,0,70.4260550372587,47168,0,33218.5616399742,13949.4383600258
"2432","Beaufort",2021-05-02,47168,0,70.5799093587186,47168,0,33291.1316463204,13876.8683536796
"2433","Beaufort",2021-05-03,47168,0,70.7255980247591,47168,0,33359.8500763184,13808.1499236816
"2434","Beaufort",2021-05-04,47168,0,70.8631210353977,47168,0,33424.7169299764,13743.2830700236
"2435","Beaufort",2021-05-05,47168,0,70.9924783906089,47168,0,33485.7322072824,13682.2677927176
"2436","Beaufort",2021-05-06,47168,0,71.1136700904057,47168,0,33542.8959082426,13625.1040917574
"2437","Beaufort",2021-05-07,47168,0,71.2324493282208,47168,0,33598.9216991352,13569.0783008648
"2438","Beaufort",2021-05-08,47168,0,71.3488161040341,47168,0,33653.8095799508,13514.1904200492
"2439","Beaufort",2021-05-09,47168,0,71.4627704178604,47168,0,33707.5595506964,13460.4404493036
"2440","Beaufort",2021-05-10,47168,0,71.5743122696849,47168,0,33760.171611365,13407.828388635
"2441","Beaufort",2021-05-11,47168,0,71.6834416595276,47168,0,33811.645761966,13356.354238034
"2442","Beaufort",2021-05-12,47168,0,71.7901585873834,47168,0,33861.982002497,13306.017997503
"2443","Beaufort",2021-05-13,47168,0,71.8944630532373,47168,0,33911.180332951,13256.819667049
"2444","Beaufort",2021-05-14,47168,0,71.9949584898779,47168,0,33958.5820205056,13209.4179794944
"2445","Beaufort",2021-05-15,47168,0,72.0916448972875,47168,0,34004.1870651526,13163.8129348474
"2446","Beaufort",2021-05-16,47168,0,72.1845222754664,47168,0,34047.995466892,13120.004533108
"2447","Beaufort",2021-05-17,47168,0,72.2735906244169,47168,0,34090.007225725,13077.992774275
"2448","Beaufort",2021-05-18,47168,0,72.3588499441555,47168,0,34130.2223416593,13037.7776583407
"2449","Beaufort",2021-05-19,47168,0,72.4403002346722,47168,0,34168.6408146902,12999.3591853098
"2450","Beaufort",2021-05-20,47168,0,72.517941495971,47168,0,34205.2626448196,12962.7373551804
"2451","Beaufort",2021-05-21,47168,0,72.597060139513,47168,0,34242.5813266055,12925.4186733945
"2452","Beaufort",2021-05-22,47168,0,72.6776561652809,47168,0,34280.5968600397,12887.4031399603
"2453","Beaufort",2021-05-23,47168,0,72.759729573292,47168,0,34319.3092451304,12848.6907548696
"2454","Beaufort",2021-05-24,47168,0,72.8432803635464,47168,0,34358.7184818776,12809.2815181224
"2455","Beaufort",2021-05-25,47168,0,72.9283085360441,47168,0,34398.8245702813,12769.1754297187
"2456","Beaufort",2021-05-26,47168,0,73.0148140907825,47168,0,34439.6275103403,12728.3724896597
"2457","Beaufort",2021-05-27,47168,0,73.1027970277641,47168,0,34481.1273020558,12686.8726979442
"2458","Beaufort",2021-05-28,47168,0,73.1940234361115,47168,0,34524.1569743451,12643.8430256549
"2459","Beaufort",2021-05-29,47168,0,73.2884933158221,47168,0,34568.716527207,12599.283472793
"2460","Beaufort",2021-05-30,47168,0,73.3862066668801,47168,0,34614.805960634,12553.194039366
"2461","Beaufort",2021-05-31,47168,0,73.4871634893037,47168,0,34662.4252746348,12505.5747253652
"2462","Beaufort",2021-06-01,47168,0,73.5913637830906,47168,0,34711.5744692082,12456.4255307918
"2463","Beaufort",2021-06-02,47168,0,73.6988075482233,47168,0,34762.253544346,12405.746455654
"2464","Beaufort",2021-06-03,47168,0,73.8094947847233,47168,0,34814.4625000583,12353.5374999417
"2465","Beaufort",2021-06-04,47168,0,73.9164511398709,47168,0,34864.9116736543,12303.0883263457
"2466","Beaufort",2021-06-05,47168,0,74.0196766136849,47168,0,34913.6010651429,12254.3989348571
"2467","Beaufort",2021-06-06,47168,0,74.1191712061455,47168,0,34960.5306745147,12207.4693254853
"2468","Beaufort",2021-06-07,47168,0,74.2149349172551,47168,0,35005.7005017709,12162.2994982291
"2469","Beaufort",2021-06-08,47168,0,74.3069677470312,47168,0,35049.1105469197,12118.8894530803
"2470","Beaufort",2021-06-09,47168,0,74.3952696954564,47168,0,35090.7608099529,12077.2391900471
"2471","Beaufort",2021-06-10,47168,0,74.4798407625292,47168,0,35130.6512908698,12037.3487091302
"2472","Beaufort",2021-06-11,47168,0,74.5596068936804,47168,0,35168.2753796112,11999.7246203888
"2473","Beaufort",2021-06-12,47168,0,74.6345680888967,47168,0,35203.6330761708,11964.3669238292
"2474","Beaufort",2021-06-13,47168,0,74.7047243481913,47168,0,35236.7243805549,11931.2756194451
"2475","Beaufort",2021-06-14,47168,0,74.7700756715495,47168,0,35267.5492927565,11900.4507072435
"2476","Beaufort",2021-06-15,47168,0,74.8306220589861,47168,0,35296.1078127826,11871.8921872174
"2477","Beaufort",2021-06-16,47168,0,74.8863635105012,47168,0,35322.3999406332,11845.6000593668
"2478","Beaufort",2021-06-17,47168,0,74.9373000260797,47168,0,35346.4256763013,11821.5743236987
"2479","Beaufort",2021-06-18,47168,0,74.9900873949283,47168,0,35371.3244224398,11796.6755775602
"2480","Beaufort",2021-06-19,47168,0,75.0447256170469,47168,0,35397.0961790487,11770.9038209513
"2481","Beaufort",2021-06-20,47168,0,75.1012146924207,47168,0,35423.740946121,11744.259053879
"2482","Beaufort",2021-06-21,47168,0,75.159554621066,47168,0,35451.2587236644,11716.7412763356
"2483","Beaufort",2021-06-22,47168,0,75.2197454029838,47168,0,35479.6495116794,11688.3504883206
"2484","Beaufort",2021-06-23,47168,0,75.2817870381542,47168,0,35508.9133101566,11659.0866898434
"2485","Beaufort",2021-06-24,47168,0,75.3456795265947,47168,0,35539.0501191042,11628.9498808958
"2486","Beaufort",2021-06-25,47168,0,75.4090574690936,47168,0,35568.9442270221,11599.0557729779
"2487","Beaufort",2021-06-26,47168,0,75.4719208656684,47168,0,35598.5956339185,11569.4043660815
"2488","Beaufort",2021-06-27,47168,0,75.5342697163032,47168,0,35628.0043397859,11539.9956602141
"2489","Beaufort",2021-06-28,47168,0,75.5961040209938,47168,0,35657.1703446224,11510.8296553776
"2490","Beaufort",2021-06-29,47168,0,75.6574237797604,47168,0,35686.0936484374,11481.9063515626
"2491","Beaufort",2021-06-30,47168,0,75.7182289925854,47168,0,35714.7742512227,11453.2257487773
"2492","Beaufort",2021-07-01,47168,0,75.7785196594852,47168,0,35743.212152986,11424.787847014
"2493","Beaufort",2021-07-02,47168,0,75.8389608747547,47168,0,35771.7210654043,11396.2789345957
"2494","Beaufort",2021-07-03,47168,0,75.8995526383938,47168,0,35800.3009884776,11367.6990115224
"2495","Beaufort",2021-07-04,47168,0,75.9602949504015,47168,0,35828.9519222054,11339.0480777946
"2496","Beaufort",2021-07-05,47168,0,76.0211878107789,47168,0,35857.6738665882,11310.3261334118
"2497","Beaufort",2021-07-06,47168,0,76.0822312195408,47168,0,35886.466821633,11281.533178367
"2498","Beaufort",2021-07-07,47168,0,76.1434251766738,47168,0,35915.3307873335,11252.6692126665
"2499","Beaufort",2021-07-08,47168,0,76.2047696821764,47168,0,35944.265763689,11223.734236311
"2500","Beaufort",2021-07-09,47168,0,76.2652727711959,47168,0,35972.8038607177,11195.1961392823
"2501","Beaufort",2021-07-10,47168,0,76.3249344437332,47168,0,36000.9450784201,11167.0549215799
"2502","Beaufort",2021-07-11,47168,307.692307692308,77.0360874416749,47168,307.692307692308,36028.6894167969,10831.6182755108
"2503","Beaufort",2021-07-12,47168,0,77.0940662812494,47168,0,36363.7291835397,10804.2708164603
"2504","Beaufort",2021-07-13,47168,0,77.151203704358,47168,0,36390.6797632716,10777.3202367284
"2505","Beaufort",2021-07-14,47168,0,77.207499710986,47168,0,36417.2334636779,10750.7665363221
"2506","Beaufort",2021-07-15,47168,0,77.2629543011319,47168,0,36443.3902847579,10724.6097152421
"2507","Beaufort",2021-07-16,47168,0,77.316992625548,47168,0,36468.8790816185,10699.1209183815
"2508","Beaufort",2021-07-17,47168,0,77.3696146842503,47168,0,36493.6998542672,10674.3001457328
"2509","Beaufort",2021-07-18,47168,307.692307692308,78.0731532191253,47168,307.692307692308,36517.8526027047,10342.455089603
"2510","Beaufort",2021-07-19,47168,0,78.1229427463855,47168,0,36849.0296346151,10318.9703653849
"2511","Beaufort",2021-07-20,47168,0,78.1713160079318,47168,0,36871.8463346213,10296.1536653787
"2512","Beaufort",2021-07-21,47168,0,78.2182730037485,47168,0,36893.9950104081,10274.0049895919
"2513","Beaufort",2021-07-22,47168,0,78.2638137338513,47168,0,36915.475661983,10252.524338017
"2514","Beaufort",2021-07-23,47168,0,78.3097655210755,47168,0,36937.1502009809,10230.8497990191
"2515","Beaufort",2021-07-24,47168,0,78.3561283654062,47168,0,36959.0186273948,10208.9813726052
"2516","Beaufort",2021-07-25,47168,307.692307692308,79.0552350087432,47168,307.692307692308,36981.0809412317,9879.22675107598
"2517","Beaufort",2021-07-26,47168,0,79.1024199672993,47168,0,37311.0294501757,9856.97054982429
"2518","Beaufort",2021-07-27,47168,0,79.1500159829792,47168,0,37333.4795388516,9834.52046114839
"2519","Beaufort",2021-07-28,47168,0,79.1980230557804,47168,0,37356.1235149505,9811.87648504949
"2520","Beaufort",2021-07-29,47168,307.692307692308,79.8987739275706,47168,307.692307692308,37378.9613784642,9481.34631384349
"2521","Beaufort",2021-07-30,47168,0,79.9511333346095,47168,0,37711.3505712686,9456.64942873139
"2522","Beaufort",2021-07-31,47168,0,80.0074340187647,47168,0,37737.9064779709,9430.09352202908
"2523","Beaufort",2021-08-01,47168,307.692307692308,80.7200087219384,47168,307.692307692308,37766.3214062716,9093.98628603607
"2524","Beaufort",2021-08-02,47168,0,80.7841919603594,47168,0,38104.2876638623,9063.71233613767
"2525","Beaufort",2021-08-03,47168,0,80.8523164758966,47168,0,38136.4206353509,9031.57936464908
"2526","Beaufort",2021-08-04,47168,0,80.9243822685675,47168,0,38170.4126284379,8997.58737156208
"2527","Beaufort",2021-08-05,47168,153.846153846154,81.3265557092971,47168,153.846153846154,38206.2636431151,8807.89020303873
"2528","Beaufort",2021-08-06,47168,0,81.4034461875031,47168,0,38396.3774977215,8771.62250227852
"2529","Beaufort",2021-08-07,47168,0,81.4812200741305,47168,0,38433.0618845659,8734.93811543412
"2530","Beaufort",2021-08-08,47168,153.846153846154,81.8860437401218,47168,153.846153846154,38470.1629574945,8543.99088865937
"2531","Beaufort",2021-08-09,47168,0,81.9655844435894,47168,0,38661.5268703522,8506.47312964777
"2532","Beaufort",2021-08-10,47168,0,82.046008555461,47168,0,38699.4613154398,8468.53868456017
"2533","Beaufort",2021-08-11,47168,0,82.1273160757514,47168,0,38737.8124466104,8430.18755338957
"2534","Beaufort",2021-08-12,47168,307.692307692308,82.8618397463482,47168,307.692307692308,38776.5802638652,8083.72742844246
"2535","Beaufort",2021-08-13,47168,0,82.9441536319584,47168,0,39123.0983851221,8044.90161487786
"2536","Beaufort",2021-08-14,47168,0,83.026942617325,47168,0,39162.1482937398,8005.85170626016
"2537","Beaufort",2021-08-15,47168,461.538461538462,84.0886776438681,47168,461.538461538462,39201.4090095212,7505.0525289403
"2538","Beaufort",2021-08-16,47168,0,84.1723111859136,47168,0,39702.3957401717,7465.60425982829
"2539","Beaufort",2021-08-17,47168,0,84.2527132401068,47168,0,39740.3197810936,7427.6802189064
"2540","Beaufort",2021-08-18,47168,0,84.333660822631,47168,0,39778.5011368186,7389.4988631814
"2541","Beaufort",2021-08-19,47168,615.384615384615,85.7198194172575,47168,615.384615384615,39816.9398073474,6735.67557726799
"2542","Beaufort",2021-08-20,47168,0,85.7938295869747,47168,0,40467.2335395842,6700.76646041579
"2543","Beaufort",2021-08-21,47168,0,85.8665925998319,47168,0,40501.5543974887,6666.44560251129
"2544","Beaufort",2021-08-22,47168,153.846153846154,86.2637759640251,47168,153.846153846154,40535.0516928652,6479.10215328863
"2545","Beaufort",2021-08-23,47168,0,86.3321739278835,47168,0,40721.1597983041,6446.84020169593
"2546","Beaufort",2021-08-24,47168,0,86.3321739278835,47168,0,40721.1597983041,6446.84020169593
"2547","Beaufort",2021-08-25,47168,0,86.3321739278835,47168,0,40721.1597983041,6446.84020169593
"2548","Beaufort",2021-08-26,47168,0,86.3321739278835,47168,0,40721.1597983041,6446.84020169593
"2549","Beaufort",2021-08-27,47168,0,86.3321739278835,47168,0,40721.1597983041,6446.84020169593
"2550","Beaufort",2021-08-28,47168,0,86.3321739278835,47168,0,40721.1597983041,6446.84020169593
"2551","Beaufort",2021-08-29,47168,153.846153846154,86.6583402988259,47168,153.846153846154,40721.1597983041,6292.99404784977
"2552","Beaufort",2021-08-30,47168,0,86.6583402988259,47168,0,40875.0059521502,6292.99404784977
"2553","Beaufort",2021-08-31,47168,0,86.6583402988259,47168,0,40875.0059521502,6292.99404784977
"2554","Beaufort",2021-09-01,47168,0,86.6583402988259,47168,0,40875.0059521502,6292.99404784977
"2555","Beaufort",2021-09-02,47168,0,86.6583402988259,47168,0,40875.0059521502,6292.99404784977
"2556","Beaufort",2021-09-03,47168,0,86.6583402988259,47168,0,40875.0059521502,6292.99404784977
"2557","Beaufort",2021-09-04,47168,0,86.6583402988259,47168,0,40875.0059521502,6292.99404784977
"2558","Beaufort",2021-09-05,47168,153.846153846154,86.9845066697685,47168,153.846153846154,40875.0059521502,6139.14789400362
"2559","Beaufort",2021-09-06,47168,0,86.9845066697685,47168,0,41028.8521059964,6139.14789400362
"2560","Beaufort",2021-09-09,47168,307.692307692308,87.6368394116534,47168,307.692307692308,41028.8521059964,5831.45558631132
"2561","Beaufort",2021-09-12,47168,0,87.6368394116534,47168,0,41336.5444136887,5831.45558631132
"2562","Beaufort",2021-09-16,47168,615.384615384615,88.9415048954234,47168,615.384615384615,41336.5444136887,5216.0709709267
"2563","Beaufort",2021-09-19,47168,153.846153846154,89.2676712663659,47168,153.846153846154,41951.9290290733,5062.22481708054
"2564","Beaufort",2021-09-23,47168,0,89.2676712663659,47168,0,42105.7751829195,5062.22481708054
"2565","Beaufort",2021-09-26,47168,153.846153846154,89.5938376373084,47168,153.846153846154,42105.7751829194,4908.3786632344
"2566","Beaufort",2021-09-30,47168,0,89.5938376373084,47168,0,42259.6213367656,4908.3786632344
"2567","Beaufort",2021-10-03,47168,153.846153846154,89.9200040082508,47168,153.846153846154,42259.6213367656,4754.53250938824
"2568","Beaufort",2021-10-07,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2569","Beaufort",2021-10-10,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2570","Beaufort",2021-10-14,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2571","Beaufort",2021-10-17,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2572","Beaufort",2021-10-21,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2573","Beaufort",2021-10-24,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2574","Beaufort",2021-10-28,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2575","Beaufort",2021-10-31,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2576","Beaufort",2021-11-04,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2577","Beaufort",2021-11-07,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2578","Beaufort",2021-11-11,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2579","Beaufort",2021-11-14,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2580","Beaufort",2021-11-18,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2581","Beaufort",2021-11-21,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2582","Beaufort",2021-11-28,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2583","Beaufort",2021-12-05,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2584","Beaufort",2021-12-12,47168,0,89.9200040082508,47168,0,42413.4674906118,4754.53250938824
"2585","Bertie",2020-02-23,19380,0,0,19380,0,0,19380
"2586","Bertie",2020-02-27,19380,0,0,19380,0,0,19380
"2587","Bertie",2020-03-01,19380,153.846153846154,0.793839803127729,19380,153.846153846154,-2.8421709430404e-14,19226.1538461538
"2588","Bertie",2020-03-05,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2589","Bertie",2020-03-08,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2590","Bertie",2020-03-12,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2591","Bertie",2020-03-15,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2592","Bertie",2020-03-19,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2593","Bertie",2020-03-22,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2594","Bertie",2020-03-26,19380,0,0.793839803127729,19380,0,153.846153846154,19226.1538461538
"2595","Bertie",2020-03-29,19380,153.846153846154,1.58767960625546,19380,153.846153846154,153.846153846154,19072.3076923077
"2596","Bertie",2020-04-02,19380,0,1.58767960625546,19380,0,307.692307692308,19072.3076923077
"2597","Bertie",2020-04-05,19380,0,1.58767960625546,19380,0,307.692307692308,19072.3076923077
"2598","Bertie",2020-04-09,19380,0,1.58767960625546,19380,0,307.692307692308,19072.3076923077
"2599","Bertie",2020-04-12,19380,153.846153846154,2.38151940938319,19380,153.846153846154,307.692307692308,18918.4615384615
"2600","Bertie",2020-04-16,19380,0,2.38151940938319,19380,0,461.538461538461,18918.4615384615
"2601","Bertie",2020-04-19,19380,0,2.38151940938319,19380,0,461.538461538461,18918.4615384615
"2602","Bertie",2020-04-23,19380,0,2.38151940938319,19380,0,461.538461538461,18918.4615384615
"2603","Bertie",2020-04-26,19380,153.846153846154,3.17535921251091,19380,153.846153846154,461.538461538461,18764.6153846154
"2604","Bertie",2020-04-30,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2605","Bertie",2020-05-03,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2606","Bertie",2020-05-07,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2607","Bertie",2020-05-10,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2608","Bertie",2020-05-14,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2609","Bertie",2020-05-17,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2610","Bertie",2020-05-21,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2611","Bertie",2020-05-24,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2612","Bertie",2020-05-28,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2613","Bertie",2020-05-31,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2614","Bertie",2020-06-04,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2615","Bertie",2020-06-07,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2616","Bertie",2020-06-11,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2617","Bertie",2020-06-14,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2618","Bertie",2020-06-18,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2619","Bertie",2020-06-21,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2620","Bertie",2020-06-25,19380,0,3.17535921251091,19380,0,615.384615384615,18764.6153846154
"2621","Bertie",2020-06-28,19380,153.846153846154,3.96919901563864,19380,153.846153846154,615.384615384615,18610.7692307692
