"","COUNTY","DATE","Population","death_est_total_inf","death_inf_vacc_obs_imm_up","N","I","R","S"
"1","Alamance",2020-02-23,163324,0,0,163324,0,0,163324
"2","Alamance",2020-02-27,163324,0,0,163324,0,0,163324
"3","Alamance",2020-03-01,163324,0,0,163324,0,0,163324
"4","Alamance",2020-03-05,163324,0,0,163324,0,0,163324
"5","Alamance",2020-03-08,163324,153.846153846154,0.0941969054432624,163324,153.846153846154,0,163170.153846154
"6","Alamance",2020-03-12,163324,0,0.0941969054432624,163324,0,153.846153846154,163170.153846154
"7","Alamance",2020-03-15,163324,0,0.0941969054432624,163324,0,153.846153846154,163170.153846154
"8","Alamance",2020-03-19,163324,0,0.0941969054432624,163324,0,153.846153846154,163170.153846154
"9","Alamance",2020-03-22,163324,153.846153846154,0.188393810886525,163324,153.846153846154,153.846153846154,163016.307692308
"10","Alamance",2020-03-26,163324,0,0.188393810886525,163324,0,307.692307692308,163016.307692308
"11","Alamance",2020-03-29,163324,153.846153846154,0.282590716329787,163324,153.846153846154,307.692307692308,162862.461538462
"12","Alamance",2020-04-02,163324,0,0.282590716329787,163324,0,461.538461538461,162862.461538462
"13","Alamance",2020-04-05,163324,0,0.282590716329787,163324,0,461.538461538461,162862.461538462
"14","Alamance",2020-04-09,163324,615.384615384615,0.659378338102837,163324,615.384615384615,461.538461538461,162247.076923077
"15","Alamance",2020-04-12,163324,153.846153846154,0.753575243546099,163324,153.846153846154,1076.92307692308,162093.230769231
"16","Alamance",2020-04-16,163324,1384.61538461538,1.60134739253546,163324,1384.61538461538,1230.76923076923,160708.615384615
"17","Alamance",2020-04-19,163324,0,1.60134739253546,163324,0,2615.38461538462,160708.615384615
"18","Alamance",2020-04-23,163324,1538.46153846154,2.54331644696809,163324,1538.46153846154,2615.38461538462,159170.153846154
"19","Alamance",2020-04-26,163324,153.846153846154,2.63751335241135,163324,153.846153846154,4153.84615384615,159016.307692308
"20","Alamance",2020-04-30,163324,615.384615384615,3.0143009741844,163324,615.384615384615,4307.69230769231,158400.923076923
"21","Alamance",2020-05-03,163324,0,3.0143009741844,163324,0,4923.07692307692,158400.923076923
"22","Alamance",2020-05-07,163324,461.538461538462,3.29689169051418,163324,461.538461538462,4923.07692307692,157939.384615385
"23","Alamance",2020-05-10,163324,0,3.29689169051418,163324,0,5384.61538461539,157939.384615385
"24","Alamance",2020-05-14,163324,0,3.29689169051418,163324,0,5384.61538461539,157939.384615385
"25","Alamance",2020-05-17,163324,307.692307692308,3.48528550140071,163324,307.692307692308,5384.61538461539,157631.692307692
"26","Alamance",2020-05-21,163324,0,3.48528550140071,163324,0,5692.30769230769,157631.692307692
"27","Alamance",2020-05-24,163324,153.846153846154,3.57948240684397,163324,153.846153846154,5692.30769230769,157477.846153846
"28","Alamance",2020-05-28,163324,307.692307692308,3.7678762177305,163324,307.692307692308,5846.15384615385,157170.153846154
"29","Alamance",2020-05-31,163324,0,3.7678762177305,163324,0,6153.84615384615,157170.153846154
"30","Alamance",2020-06-04,163324,0,3.7678762177305,163324,0,6153.84615384615,157170.153846154
"31","Alamance",2020-06-07,163324,153.846153846154,3.86207312317376,163324,153.846153846154,6153.84615384615,157016.307692308
"32","Alamance",2020-06-11,163324,0,3.86207312317376,163324,0,6307.69230769231,157016.307692308
"33","Alamance",2020-06-14,163324,153.846153846154,3.95627002861702,163324,153.846153846154,6307.69230769231,156862.461538462
"34","Alamance",2020-06-18,163324,0,3.95627002861702,163324,0,6461.53846153846,156862.461538462
