"","COUNTY","DATE","Population","cdc_multiplier","cdc_case_vacc_obs_imm_lower","N","I","R","S"
"1214","Anson",2021-01-04,24902,0,25.0421652879287,24902,0,6236,18666
"1215","Anson",2021-01-05,24902,0,25.0421652879287,24902,0,6236,18666
"1216","Anson",2021-01-06,24902,0,25.0421652879287,24902,0,6236,18666
"1217","Anson",2021-01-07,24902,0,25.0421652879287,24902,0,6236,18666
"1218","Anson",2021-01-08,24902,0,25.0421652879287,24902,0,6236,18666
"1219","Anson",2021-01-09,24902,0,25.0421652879287,24902,0,6236,18666
"1220","Anson",2021-01-10,24902,644,27.6283029475544,24902,644,6236,18022
"1221","Anson",2021-01-11,24902,0,27.6283029475544,24902,0,6880,18022
"1222","Anson",2021-01-12,24902,0,27.6283029475544,24902,0,6880,18022
"1223","Anson",2021-01-13,24902,0,27.6283029475544,24902,0,6880,18022
"1224","Anson",2021-01-14,24902,0,27.6283029475544,24902,0,6880,18022
"1225","Anson",2021-01-15,24902,0,27.6283029475544,24902,0,6880,18022
"1226","Anson",2021-01-16,24902,0,27.6283029475544,24902,0,6880,18022
"1227","Anson",2021-01-17,24902,604,30.0538109388804,24902,604,6880,17418
"1228","Anson",2021-01-18,24902,0,30.0538109388804,24902,0,7484,17418
"1229","Anson",2021-01-19,24902,0,30.0538109388804,24902,0,7484,17418
"1230","Anson",2021-01-20,24902,0,30.0538109388804,24902,0,7484,17418
"1231","Anson",2021-01-21,24902,0,30.0538109388804,24902,0,7484,17418
"1232","Anson",2021-01-22,24902,0,30.0538109388804,24902,0,7484,17418
"1233","Anson",2021-01-23,24902,0,30.0538109388804,24902,0,7484,17418
"1234","Anson",2021-01-24,24902,572,32.3508151955666,24902,572,7484,16846
"1235","Anson",2021-01-25,24902,0,32.3508151955666,24902,0,8056,16846
"1236","Anson",2021-01-26,24902,0,32.3508151955666,24902,0,8056,16846
"1237","Anson",2021-01-27,24902,0,32.3508151955666,24902,0,8056,16846
"1238","Anson",2021-01-28,24902,0,32.3508151955666,24902,0,8056,16846
"1239","Anson",2021-01-29,24902,0,32.3508151955666,24902,0,8056,16846
"1240","Anson",2021-01-30,24902,0,32.3508151955666,24902,0,8056,16846
"1241","Anson",2021-01-31,24902,384,33.8928600112441,24902,384,8056,16462
"1242","Anson",2021-02-01,24902,0,33.8928600112441,24902,0,8440,16462
"1243","Anson",2021-02-02,24902,0,33.8928600112441,24902,0,8440,16462
"1244","Anson",2021-02-03,24902,0,33.8928600112441,24902,0,8440,16462
"1245","Anson",2021-02-04,24902,0,33.8928600112441,24902,0,8440,16462
"1246","Anson",2021-02-05,24902,0,33.8928600112441,24902,0,8440,16462
"1247","Anson",2021-02-06,24902,0,33.8928600112441,24902,0,8440,16462
"1248","Anson",2021-02-07,24902,236,34.8405750542125,24902,236,8440,16226
"1249","Anson",2021-02-08,24902,0,34.8405750542125,24902,0,8676,16226
"1250","Anson",2021-02-09,24902,0,34.8405750542125,24902,0,8676,16226
"1251","Anson",2021-02-10,24902,0,34.8405750542125,24902,0,8676,16226
"1252","Anson",2021-02-11,24902,0,34.8405750542125,24902,0,8676,16226
"1253","Anson",2021-02-12,24902,0,34.8405750542125,24902,0,8676,16226
"1254","Anson",2021-02-13,24902,0,34.8405750542125,24902,0,8676,16226
"1255","Anson",2021-02-14,24902,232,35.772227130351,24902,232,8676,15994
"1256","Anson",2021-02-15,24902,0,35.772227130351,24902,0,8908,15994
"1257","Anson",2021-02-16,24902,0,35.772227130351,24902,0,8908,15994
"1258","Anson",2021-02-17,24902,0,35.772227130351,24902,0,8908,15994
"1259","Anson",2021-02-18,24902,0,35.772227130351,24902,0,8908,15994
"1260","Anson",2021-02-19,24902,0,35.772227130351,24902,0,8908,15994
"1261","Anson",2021-02-20,24902,0,35.772227130351,24902,0,8908,15994
"1262","Anson",2021-02-21,24902,128,36.2862420689101,24902,128,8908,15866
"1263","Anson",2021-02-22,24902,0,36.2862420689101,24902,0,9036,15866
"1264","Anson",2021-02-23,24902,0,36.2862420689101,24902,0,9036,15866
"1265","Anson",2021-02-24,24902,0,36.2862420689101,24902,0,9036,15866
"1266","Anson",2021-02-25,24902,0,36.2862420689101,24902,0,9036,15866
"1267","Anson",2021-02-26,24902,0,36.2862420689101,24902,0,9036,15866
"1268","Anson",2021-02-27,24902,0,36.2862420689101,24902,0,9036,15866
"1269","Anson",2021-02-28,24902,168,36.960886675769,24902,168,9036,15698
"1270","Anson",2021-03-01,24902,0,36.960886675769,24902,0,9204,15698
"1271","Anson",2021-03-02,24902,0,36.960886675769,24902,0,9204,15698
"1272","Anson",2021-03-03,24902,0,36.960886675769,24902,0,9204,15698
"1273","Anson",2021-03-04,24902,0,36.960886675769,24902,0,9204,15698
"1274","Anson",2021-03-05,24902,0,36.960886675769,24902,0,9204,15698
"1275","Anson",2021-03-06,24902,0,36.960886675769,24902,0,9204,15698
"1276","Anson",2021-03-07,24902,180,37.6837201831178,24902,180,9204,15518
"1277","Anson",2021-03-08,24902,0,37.6837201831178,24902,0,9384,15518
"1278","Anson",2021-03-09,24902,0,37.6837201831178,24902,0,9384,15518
"1279","Anson",2021-03-10,24902,0,37.6837201831178,24902,0,9384,15518
"1280","Anson",2021-03-11,24902,0,37.6837201831178,24902,0,9384,15518
"1281","Anson",2021-03-12,24902,0,37.6837201831178,24902,0,9384,15518
"1282","Anson",2021-03-13,24902,0,37.6837201831178,24902,0,9384,15518
"1283","Anson",2021-03-14,24902,160,38.3262388563168,24902,160,9384,15358
"1284","Anson",2021-03-15,24902,0,38.3262388563168,24902,0,9544,15358
"1285","Anson",2021-03-16,24902,0,38.3262388563168,24902,0,9544,15358
"1286","Anson",2021-03-17,24902,0,38.3262388563168,24902,0,9544,15358
"1287","Anson",2021-03-18,24902,0,38.3262388563168,24902,0,9544,15358
"1288","Anson",2021-03-19,24902,0,38.3262388563168,24902,0,9544,15358
"1289","Anson",2021-03-20,24902,0,38.3262388563168,24902,0,9544,15358
"1290","Anson",2021-03-21,24902,52,38.5350574251064,24902,52,9544,15306
"1291","Anson",2021-03-22,24902,0,38.5350574251064,24902,0,9596,15306
"1292","Anson",2021-03-23,24902,0,38.5350574251064,24902,0,9596,15306
"1293","Anson",2021-03-24,24902,0,38.5350574251064,24902,0,9596,15306
"1294","Anson",2021-03-25,24902,0,38.5350574251064,24902,0,9596,15306
"1295","Anson",2021-03-26,24902,0,38.5350574251064,24902,0,9596,15306
"1296","Anson",2021-03-27,24902,0,38.5350574251064,24902,0,9596,15306
"1297","Anson",2021-03-28,24902,64,38.792064894386,24902,64,9596,15242
"1298","Anson",2021-03-29,24902,0,38.792064894386,24902,0,9660,15242
"1299","Anson",2021-03-30,24902,0,38.792064894386,24902,0,9660,15242
"1300","Anson",2021-03-31,24902,0,38.792064894386,24902,0,9660,15242
"1301","Anson",2021-04-01,24902,0,38.792064894386,24902,0,9660,15242
"1302","Anson",2021-04-02,24902,0,38.792064894386,24902,0,9660,15242
"1303","Anson",2021-04-03,24902,0,38.792064894386,24902,0,9660,15242
"1304","Anson",2021-04-04,24902,44,38.9687575295157,24902,44,9660,15198
"1305","Anson",2021-04-05,24902,0,38.9687575295157,24902,0,9704,15198
"1306","Anson",2021-04-06,24902,0,38.9687575295157,24902,0,9704,15198
"1307","Anson",2021-04-07,24902,0,38.9687575295157,24902,0,9704,15198
"1308","Anson",2021-04-08,24902,0,38.9687575295157,24902,0,9704,15198
"1309","Anson",2021-04-09,24902,0,38.9687575295157,24902,0,9704,15198
"1310","Anson",2021-04-10,24902,0,38.9687575295157,24902,0,9704,15198
"1311","Anson",2021-04-11,24902,84,39.3060798329451,24902,84,9704,15114
"1312","Anson",2021-04-12,24902,0,39.3060798329451,24902,0,9788,15114
"1313","Anson",2021-04-13,24902,0,39.3060798329451,24902,0,9788,15114
"1314","Anson",2021-04-14,24902,0,39.3060798329451,24902,0,9788,15114
"1315","Anson",2021-04-15,24902,0,39.3060798329451,24902,0,9788,15114
"1316","Anson",2021-04-16,24902,0,39.3060798329451,24902,0,9788,15114
"1317","Anson",2021-04-17,24902,0,39.3060798329451,24902,0,9788,15114
"1318","Anson",2021-04-18,24902,116,39.7719058710144,24902,116,9788,14998
"1319","Anson",2021-04-19,24902,0,39.7719058710144,24902,0,9904,14998
"1320","Anson",2021-04-20,24902,0,39.7719058710144,24902,0,9904,14998
"1321","Anson",2021-04-21,24902,0,39.7719058710144,24902,0,9904,14998
"1322","Anson",2021-04-22,24902,0,39.7719058710144,24902,0,9904,14998
"1323","Anson",2021-04-23,24902,0,39.7719058710144,24902,0,9904,14998
"1324","Anson",2021-04-24,24902,0,39.7719058710144,24902,0,9904,14998
"1325","Anson",2021-04-25,24902,108,40.2056059754237,24902,108,9904,14890
"1326","Anson",2021-04-26,24902,0,40.2056059754237,24902,0,10012,14890
"1327","Anson",2021-04-27,24902,0,40.2056059754237,24902,0,10012,14890
"1328","Anson",2021-04-28,24902,0,40.2056059754237,24902,0,10012,14890
"1329","Anson",2021-04-29,24902,0,40.2056059754237,24902,0,10012,14890
"1330","Anson",2021-04-30,24902,0,40.2056059754237,24902,0,10012,14890
"1331","Anson",2021-05-01,24902,0,40.2056059754237,24902,0,10012,14890
"1332","Anson",2021-05-02,24902,112,40.6553690466629,24902,112,10012,14778
"1333","Anson",2021-05-03,24902,0,40.6553690466629,24902,0,10124,14778
"1334","Anson",2021-05-04,24902,0,40.6553690466629,24902,0,10124,14778
"1335","Anson",2021-05-05,24902,0,40.6553690466629,24902,0,10124,14778
"1336","Anson",2021-05-06,24902,0,40.6553690466629,24902,0,10124,14778
"1337","Anson",2021-05-07,24902,0,40.6553690466629,24902,0,10124,14778
"1338","Anson",2021-05-08,24902,0,40.6553690466629,24902,0,10124,14778
"1339","Anson",2021-05-09,24902,132,41.185446952052,24902,132,10124,14646
"1340","Anson",2021-05-10,24902,0,41.185446952052,24902,0,10256,14646
"1341","Anson",2021-05-11,24902,0,41.185446952052,24902,0,10256,14646
"1342","Anson",2021-05-12,24902,0,41.185446952052,24902,0,10256,14646
"1343","Anson",2021-05-13,24902,0,41.185446952052,24902,0,10256,14646
"1344","Anson",2021-05-14,24902,0,41.185446952052,24902,0,10256,14646
"1345","Anson",2021-05-15,24902,0,41.185446952052,24902,0,10256,14646
"1346","Anson",2021-05-16,24902,32,41.3139506866918,24902,32,10256,14614
"1347","Anson",2021-05-17,24902,0,41.3139506866918,24902,0,10288,14614
"1348","Anson",2021-05-18,24902,0,41.3139506866918,24902,0,10288,14614
"1349","Anson",2021-05-19,24902,0,41.3139506866918,24902,0,10288,14614
"1350","Anson",2021-05-20,24902,0,41.3139506866918,24902,0,10288,14614
"1351","Anson",2021-05-21,24902,0,41.3139506866918,24902,0,10288,14614
"1352","Anson",2021-05-22,24902,0,41.3139506866918,24902,0,10288,14614
"1353","Anson",2021-05-23,24902,64,41.5709581559714,24902,64,10288,14550
"1354","Anson",2021-05-24,24902,0,41.5709581559714,24902,0,10352,14550
"1355","Anson",2021-05-25,24902,0,41.5709581559714,24902,0,10352,14550
"1356","Anson",2021-05-26,24902,0,41.5709581559714,24902,0,10352,14550
"1357","Anson",2021-05-27,24902,0,41.5709581559714,24902,0,10352,14550
"1358","Anson",2021-05-28,24902,0,41.5709581559714,24902,0,10352,14550
"1359","Anson",2021-05-29,24902,0,41.5709581559714,24902,0,10352,14550
"1360","Anson",2021-05-30,24902,32,41.6994618906112,24902,32,10352,14518
"1361","Anson",2021-05-31,24902,0,41.6994618906112,24902,0,10384,14518
"1362","Anson",2021-06-01,24902,0,41.6994618906112,24902,0,10384,14518
"1363","Anson",2021-06-02,24902,0,41.6994618906112,24902,0,10384,14518
"1364","Anson",2021-06-03,24902,0,41.6994618906112,24902,0,10384,14518
"1365","Anson",2021-06-04,24902,0,41.6994618906112,24902,0,10384,14518
"1366","Anson",2021-06-05,24902,0,41.6994618906112,24902,0,10384,14518
"1367","Anson",2021-06-06,24902,36,41.844028592081,24902,36,10384,14482
"1368","Anson",2021-06-07,24902,0,41.844028592081,24902,0,10420,14482
"1369","Anson",2021-06-08,24902,0,41.844028592081,24902,0,10420,14482
"1370","Anson",2021-06-09,24902,0,41.844028592081,24902,0,10420,14482
"1371","Anson",2021-06-10,24902,0,41.844028592081,24902,0,10420,14482
"1372","Anson",2021-06-11,24902,0,41.844028592081,24902,0,10420,14482
"1373","Anson",2021-06-12,24902,0,41.844028592081,24902,0,10420,14482
"1374","Anson",2021-06-13,24902,16,41.9082804594008,24902,16,10420,14466
"1375","Anson",2021-06-14,24902,0,41.9082804594008,24902,0,10436,14466
"1376","Anson",2021-06-15,24902,0,41.9082804594008,24902,0,10436,14466
"1377","Anson",2021-06-16,24902,0,41.9082804594008,24902,0,10436,14466
"1378","Anson",2021-06-17,24902,0,41.9082804594008,24902,0,10436,14466
"1379","Anson",2021-06-18,24902,0,41.9082804594008,24902,0,10436,14466
"1380","Anson",2021-06-19,24902,0,41.9082804594008,24902,0,10436,14466
"1381","Anson",2021-06-20,24902,48,42.1010360613605,24902,48,10436,14418
"1382","Anson",2021-06-21,24902,0,42.1010360613605,24902,0,10484,14418
"1383","Anson",2021-06-22,24902,0,42.1010360613605,24902,0,10484,14418
"1384","Anson",2021-06-23,24902,0,42.1010360613605,24902,0,10484,14418
"1385","Anson",2021-06-24,24902,0,42.1010360613605,24902,0,10484,14418
"1386","Anson",2021-06-25,24902,0,42.1010360613605,24902,0,10484,14418
"1387","Anson",2021-06-26,24902,0,42.1010360613605,24902,0,10484,14418
"1388","Anson",2021-06-27,24902,12,42.1492249618505,24902,12,10484,14406
"1389","Anson",2021-06-28,24902,0,42.1492249618505,24902,0,10496,14406
"1390","Anson",2021-06-29,24902,0,42.1492249618505,24902,0,10496,14406
"1391","Anson",2021-06-30,24902,0,42.1492249618505,24902,0,10496,14406
"1392","Anson",2021-07-01,24902,0,42.1492249618505,24902,0,10496,14406
"1393","Anson",2021-07-02,24902,0,42.1492249618505,24902,0,10496,14406
"1394","Anson",2021-07-03,24902,0,42.1492249618505,24902,0,10496,14406
"1395","Anson",2021-07-04,24902,32,42.2777286964902,24902,32,10496,14374
"1396","Anson",2021-07-05,24902,0,42.2777286964902,24902,0,10528,14374
"1397","Anson",2021-07-06,24902,0,42.2777286964902,24902,0,10528,14374
"1398","Anson",2021-07-07,24902,0,42.2777286964902,24902,0,10528,14374
"1399","Anson",2021-07-08,24902,0,42.2777286964902,24902,0,10528,14374
"1400","Anson",2021-07-09,24902,0,42.2777286964902,24902,0,10528,14374
"1401","Anson",2021-07-10,24902,0,42.2777286964902,24902,0,10528,14374
"1402","Anson",2021-07-11,24902,36,42.42229539796,24902,36,10528,14338
"1403","Anson",2021-07-12,24902,0,42.42229539796,24902,0,10564,14338
"1404","Anson",2021-07-13,24902,0,42.42229539796,24902,0,10564,14338
"1405","Anson",2021-07-14,24902,0,42.42229539796,24902,0,10564,14338
"1406","Anson",2021-07-15,24902,0,42.42229539796,24902,0,10564,14338
"1407","Anson",2021-07-16,24902,0,42.42229539796,24902,0,10564,14338
"1408","Anson",2021-07-17,24902,0,42.42229539796,24902,0,10564,14338
"1409","Anson",2021-07-18,24902,72,42.7114288008995,24902,72,10564,14266
"1410","Anson",2021-07-19,24902,0,42.7114288008995,24902,0,10636,14266
"1411","Anson",2021-07-20,24902,0,42.7114288008995,24902,0,10636,14266
"1412","Anson",2021-07-21,24902,0,42.7114288008995,24902,0,10636,14266
"1413","Anson",2021-07-22,24902,0,42.7114288008995,24902,0,10636,14266
"1414","Anson",2021-07-23,24902,0,42.7114288008995,24902,0,10636,14266
"1415","Anson",2021-07-24,24902,0,42.7114288008995,24902,0,10636,14266
"1416","Anson",2021-07-25,24902,48,42.9041844028592,24902,48,10636,14218
"1417","Anson",2021-07-26,24902,0,42.9041844028592,24902,0,10684,14218
"1418","Anson",2021-07-27,24902,0,42.9041844028592,24902,0,10684,14218
"1419","Anson",2021-07-28,24902,0,42.9041844028592,24902,0,10684,14218
"1420","Anson",2021-07-29,24902,0,42.9041844028592,24902,0,10684,14218
"1421","Anson",2021-07-30,24902,0,42.9041844028592,24902,0,10684,14218
"1422","Anson",2021-07-31,24902,0,42.9041844028592,24902,0,10684,14218
"1423","Anson",2021-08-01,24902,148,43.4985141755682,24902,148,10684,14070
"1424","Anson",2021-08-02,24902,0,43.4985141755682,24902,0,10832,14070
"1425","Anson",2021-08-03,24902,0,43.4985141755682,24902,0,10832,14070
"1426","Anson",2021-08-04,24902,0,43.4985141755682,24902,0,10832,14070
"1427","Anson",2021-08-05,24902,0,43.4985141755682,24902,0,10832,14070
"1428","Anson",2021-08-06,24902,0,43.4985141755682,24902,0,10832,14070
"1429","Anson",2021-08-07,24902,0,43.4985141755682,24902,0,10832,14070
"1430","Anson",2021-08-08,24902,304,44.7192996546462,24902,304,10832,13766
"1431","Anson",2021-08-09,24902,0,44.7192996546462,24902,0,11136,13766
"1432","Anson",2021-08-10,24902,0,44.7192996546462,24902,0,11136,13766
"1433","Anson",2021-08-11,24902,0,44.7192996546462,24902,0,11136,13766
"1434","Anson",2021-08-12,24902,0,44.7192996546462,24902,0,11136,13766
"1435","Anson",2021-08-13,24902,0,44.7192996546462,24902,0,11136,13766
"1436","Anson",2021-08-14,24902,0,44.7192996546462,24902,0,11136,13766
"1437","Anson",2021-08-15,24902,252,45.7312665649345,24902,252,11136,13514
"1438","Anson",2021-08-16,24902,0,45.7312665649345,24902,0,11388,13514
"1439","Anson",2021-08-17,24902,0,45.7312665649345,24902,0,11388,13514
"1440","Anson",2021-08-18,24902,0,45.7312665649345,24902,0,11388,13514
"1441","Anson",2021-08-19,24902,0,45.7312665649345,24902,0,11388,13514
"1442","Anson",2021-08-20,24902,0,45.7312665649345,24902,0,11388,13514
"1443","Anson",2021-08-21,24902,0,45.7312665649345,24902,0,11388,13514
"1444","Anson",2021-08-22,24902,412,47.3857521484218,24902,412,11388,13102
"1445","Anson",2021-08-23,24902,0,47.3857521484218,24902,0,11800,13102
"1446","Anson",2021-08-24,24902,0,47.3857521484218,24902,0,11800,13102
"1447","Anson",2021-08-25,24902,0,47.3857521484218,24902,0,11800,13102
"1448","Anson",2021-08-26,24902,0,47.3857521484218,24902,0,11800,13102
"1449","Anson",2021-08-27,24902,0,47.3857521484218,24902,0,11800,13102
"1450","Anson",2021-08-28,24902,0,47.3857521484218,24902,0,11800,13102
"1451","Anson",2021-08-29,24902,468,49.2651192675287,24902,468,11800,12634
"1452","Anson",2021-08-30,24902,0,49.2651192675287,24902,0,12268,12634
"1453","Anson",2021-08-31,24902,0,49.2651192675287,24902,0,12268,12634
"1454","Anson",2021-09-01,24902,0,49.2651192675287,24902,0,12268,12634
"1455","Anson",2021-09-02,24902,0,49.2651192675287,24902,0,12268,12634
"1456","Anson",2021-09-03,24902,0,49.2651192675287,24902,0,12268,12634
"1457","Anson",2021-09-04,24902,0,49.2651192675287,24902,0,12268,12634
"1458","Anson",2021-09-05,24902,608,51.7066902256847,24902,608,12268,12026
"1459","Anson",2021-09-06,24902,0,51.7066902256847,24902,0,12876,12026
"1460","Anson",2021-09-09,24902,0,51.7066902256847,24902,0,12876,12026
"1461","Anson",2021-09-12,24902,788,54.8710946911895,24902,788,12876,11238
"1462","Anson",2021-09-16,24902,0,54.8710946911895,24902,0,13664,11238
"1463","Anson",2021-09-19,24902,484,56.8147136776162,24902,484,13664,10754
"1464","Anson",2021-09-23,24902,0,56.8147136776162,24902,0,14148,10754
"1465","Anson",2021-09-26,24902,344,58.196128824994,24902,344,14148,10410
"1466","Anson",2021-09-30,24902,0,58.196128824994,24902,0,14492,10410
"1467","Anson",2021-10-03,24902,292,59.368725403582,24902,292,14492,10118
"1468","Anson",2021-10-07,24902,0,59.368725403582,24902,0,14784,10118
"1469","Anson",2021-10-10,24902,252,60.3806923138704,24902,252,14784,9866
"1470","Anson",2021-10-14,24902,0,60.3806923138704,24902,0,15036,9866
"1471","Anson",2021-10-17,24902,144,60.9589591197494,24902,144,15036,9722
"1472","Anson",2021-10-21,24902,0,60.9589591197494,24902,0,15180,9722
"1473","Anson",2021-10-24,24902,124,61.4569110914786,24902,124,15180,9598
"1474","Anson",2021-10-28,24902,0,61.4569110914786,24902,0,15304,9598
"1475","Anson",2021-10-31,24902,204,62.2761223998072,24902,204,15304,9394
"1476","Anson",2021-11-04,24902,0,62.2761223998072,24902,0,15508,9394
"1477","Anson",2021-11-07,24902,224,63.1756485422858,24902,224,15508,9170
"1478","Anson",2021-11-11,24902,0,63.1756485422858,24902,0,15732,9170
"1479","Anson",2021-11-14,24902,212,64.0269857842744,24902,212,15732,8958
"1480","Anson",2021-11-18,24902,0,64.0269857842744,24902,0,15944,8958
"1481","Anson",2021-11-21,24902,96,64.4124969881937,24902,96,15944,8862
"1482","Anson",2021-11-28,24902,72,64.7016303911332,24902,72,16040,8790
"1483","Anson",2021-12-05,24902,156,65.3280860975022,24902,156,16112,8634
"1484","Anson",2021-12-12,24902,116,65.7939121355714,24902,116,16268,8518
"1485","Ashe",2020-03-08,26863,0,0,26863,0,0,26863
"1486","Ashe",2020-03-12,26863,0,0,26863,0,0,26863
"1487","Ashe",2020-03-15,26863,0,0,26863,0,0,26863
"1488","Ashe",2020-03-19,26863,0,0,26863,0,0,26863
"1489","Ashe",2020-03-22,26863,0,0,26863,0,0,26863
"1490","Ashe",2020-03-26,26863,0,0,26863,0,0,26863
"1491","Ashe",2020-04-05,26863,8,0.0297807393068533,26863,8,-8.88178419700125e-16,26855
"1492","Ashe",2020-04-09,26863,0,0.0297807393068533,26863,0,8,26855
"1493","Ashe",2020-04-12,26863,8,0.0595614786137066,26863,8,8,26847
"1494","Ashe",2020-04-16,26863,0,0.0595614786137066,26863,0,16,26847
"1495","Ashe",2020-04-19,26863,4,0.0744518482671332,26863,4,16,26843
"1496","Ashe",2020-04-23,26863,0,0.0744518482671332,26863,0,20,26843
"1497","Ashe",2020-04-26,26863,0,0.0744518482671332,26863,0,20,26843
"1498","Ashe",2020-04-30,26863,0,0.0744518482671332,26863,0,20,26843
"1499","Ashe",2020-05-03,26863,4,0.0893422179205599,26863,4,20,26839
"1500","Ashe",2020-05-07,26863,0,0.0893422179205599,26863,0,24,26839
"1501","Ashe",2020-05-10,26863,52,0.282917023415106,26863,52,24,26787
"1502","Ashe",2020-05-14,26863,0,0.282917023415106,26863,0,76,26787
"1503","Ashe",2020-05-17,26863,44,0.446711089602799,26863,44,76,26743
"1504","Ashe",2020-05-21,26863,0,0.446711089602799,26863,0,120,26743
"1505","Ashe",2020-05-24,26863,20,0.521162937869933,26863,20,120,26723
"1506","Ashe",2020-05-28,26863,0,0.521162937869933,26863,0,140,26723
"1507","Ashe",2020-05-31,26863,8,0.550943677176786,26863,8,140,26715
"1508","Ashe",2020-06-04,26863,0,0.550943677176786,26863,0,148,26715
"1509","Ashe",2020-06-07,26863,24,0.640285895097346,26863,24,148,26691
"1510","Ashe",2020-06-11,26863,0,0.640285895097346,26863,0,172,26691
"1511","Ashe",2020-06-14,26863,4,0.655176264750772,26863,4,172,26687
"1512","Ashe",2020-06-18,26863,0,0.655176264750772,26863,0,176,26687
"1513","Ashe",2020-06-21,26863,20,0.729628113017906,26863,20,176,26667
"1514","Ashe",2020-06-25,26863,0,0.729628113017906,26863,0,196,26667
"1515","Ashe",2020-06-28,26863,20,0.804079961285039,26863,20,196,26647
"1516","Ashe",2020-07-02,26863,0,0.804079961285039,26863,0,216,26647
"1517","Ashe",2020-07-05,26863,36,0.938093288165879,26863,36,216,26611
"1518","Ashe",2020-07-09,26863,0,0.938093288165879,26863,0,252,26611
"1519","Ashe",2020-07-12,26863,24,1.02743550608644,26863,24,252,26587
"1520","Ashe",2020-07-16,26863,0,1.02743550608644,26863,0,276,26587
"1521","Ashe",2020-07-19,26863,68,1.28057179019469,26863,68,276,26519
"1522","Ashe",2020-07-23,26863,0,1.28057179019469,26863,0,344,26519
"1523","Ashe",2020-07-26,26863,72,1.54859844395637,26863,72,344,26447
"1524","Ashe",2020-07-30,26863,0,1.54859844395637,26863,0,416,26447
"1525","Ashe",2020-08-02,26863,112,1.96552879425232,26863,112,416,26335
"1526","Ashe",2020-08-06,26863,0,1.96552879425232,26863,0,528,26335
"1527","Ashe",2020-08-09,26863,168,2.59092431969624,26863,168,528,26167
"1528","Ashe",2020-08-13,26863,0,2.59092431969624,26863,0,696,26167
"1529","Ashe",2020-08-16,26863,36,2.72493764657708,26863,36,696,26131
"1530","Ashe",2020-08-20,26863,0,2.72493764657708,26863,0,732,26131
"1531","Ashe",2020-08-23,26863,40,2.87384134311134,26863,40,732,26091
"1532","Ashe",2020-08-27,26863,0,2.87384134311134,26863,0,772,26091
"1533","Ashe",2020-08-30,26863,96,3.23121021479358,26863,96,772,25995
"1534","Ashe",2020-09-03,26863,0,3.23121021479358,26863,0,868,25995
"1535","Ashe",2020-09-06,26863,96,3.58857908647582,26863,96,868,25899
"1536","Ashe",2020-09-10,26863,0,3.58857908647582,26863,0,964,25899
"1537","Ashe",2020-09-13,26863,48,3.76726352231694,26863,48,964,25851
"1538","Ashe",2020-09-17,26863,0,3.76726352231694,26863,0,1012,25851
"1539","Ashe",2020-09-20,26863,40,3.91616721885121,26863,40,1012,25811
"1540","Ashe",2020-09-24,26863,0,3.91616721885121,26863,0,1052,25811
"1541","Ashe",2020-09-27,26863,120,4.36287830845401,26863,120,1052,25691
"1542","Ashe",2020-10-01,26863,0,4.36287830845401,26863,0,1172,25691
"1543","Ashe",2020-10-04,26863,204,5.12228716077877,26863,204,1172,25487
"1544","Ashe",2020-10-08,26863,0,5.12228716077877,26863,0,1376,25487
"1545","Ashe",2020-10-11,26863,204,5.88169601310353,26863,204,1376,25283
"1546","Ashe",2020-10-15,26863,0,5.88169601310353,26863,0,1580,25283
"1547","Ashe",2020-10-18,26863,168,6.50709153854744,26863,168,1580,25115
"1548","Ashe",2020-10-22,26863,0,6.50709153854744,26863,0,1748,25115
"1549","Ashe",2020-10-25,26863,196,7.23671965156535,26863,196,1748,24919
"1550","Ashe",2020-10-29,26863,0,7.23671965156535,26863,0,1944,24919
"1551","Ashe",2020-11-01,26863,388,8.68108550794773,26863,388,1944,24531
"1552","Ashe",2020-11-05,26863,0,8.68108550794773,26863,0,2332,24531
"1553","Ashe",2020-11-08,26863,296,9.78297286230131,26863,296,2332,24235
"1554","Ashe",2020-11-12,26863,0,9.78297286230131,26863,0,2628,24235
"1555","Ashe",2020-11-15,26863,400,11.272009827644,26863,400,2628,23835
"1556","Ashe",2020-11-19,26863,0,11.272009827644,26863,0,3028,23835
"1557","Ashe",2020-11-22,26863,432,12.880169750214,26863,432,3028,23403
"1558","Ashe",2020-11-26,26863,0,12.880169750214,26863,0,3460,23403
"1559","Ashe",2020-11-29,26863,320,14.0713993224882,26863,320,3460,23083
"1560","Ashe",2020-12-03,26863,0,14.0713993224882,26863,0,3780,23083
"1561","Ashe",2020-12-06,26863,484,15.8731340505528,26863,484,3780,22599
"1562","Ashe",2020-12-10,26863,0,15.8731340505528,26863,0,4264,22599
"1563","Ashe",2020-12-13,26863,552,17.9280050627257,26863,552,4264,22047
"1564","Ashe",2020-12-16,26863,0,17.9280050627257,26863,0,4816,22047
"1565","Ashe",2020-12-17,26863,0,17.9280050627257,26863,0,4816,22047
"1566","Ashe",2020-12-18,26863,0,17.9280050627257,26863,0,4816,22047
"1567","Ashe",2020-12-19,26863,0,17.9280050627257,26863,0,4816,22047
"1568","Ashe",2020-12-20,26863,424,19.5063842459889,26863,424,4816,21623
"1569","Ashe",2020-12-21,26863,0,19.5063842459889,26863,0,5240,21623
"1570","Ashe",2020-12-22,26863,0,19.5063842459889,26863,0,5240,21623
"1571","Ashe",2020-12-23,26863,0,19.5063842459889,26863,0,5240,21623
